File Name,MipLogLevel-2,RootCutLevel-0,RoundingHeurLevel-0,DivingHeurLevel-0,StrongBranching-0,SubMipHeurLevel-0,RoundingHeurLevel-1,RootCutLevel-1,TreeCutLevel-1,TreeCutLevel-0,StrongBranching-1,SubMipHeurLevel-1,DivingHeurLevel-1
test_1200_2_instance_197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_1200_2_instance_21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_1200_4_instance_132,30.53,169.69,31.47,26.96,38.76,32.52,29.74,30.37,25.99,27.65,26.26,36.04,27.5
test_1200_4_instance_229,18.25,77.72,18.18,18.9,18.72,18.02,18.3,19.7,21.3,18.53,19.26,15.22,18.13
test_1200_4_instance_296,49.87,720.0,49.87,46.23,40.94,47.14,50.49,35.69,37.43,42.33,50.7,37.78,44.67
test_1200_4_instance_47,78.67,720.0,78.82,78.07,181.69,79.6,78.8,111.91,104.61,81.97,81.08,80.64,77.66
test_1200_4_instance_509,36.56,363.94,35.64,40.48,59.81,40.4,37.14,39.35,37.19,40.57,35.55,39.85,37.87
test_1200_4_instance_523,19.47,56.5,19.02,17.86,22.45,25.24,19.92,24.74,16.75,18.45,19.87,26.46,17.79
test_1200_4_instance_587,1.79,8.67,2.01,1.72,1.62,1.78,1.73,1.91,2.05,1.87,1.77,1.83,1.65
test_1200_4_instance_592,7.71,18.56,7.31,7.11,6.9,8.06,7.18,5.43,5.75,7.1,7.31,8.33,6.96
test_1200_4_instance_693,32.91,257.05,32.24,30.32,41.01,30.12,32.67,33.77,33.77,30.07,29.49,31.34,29.95
test_1200_4_instance_701,0.86,1.95,0.82,0.96,0.92,0.98,0.83,1.05,1.36,0.86,0.84,1.05,0.85
test_1200_4_instance_78,27.71,138.88,30.92,25.72,51.6,26.63,28.02,23.07,30.17,28.71,24.25,27.16,27.82
test_1200_4_instance_848,11.51,60.77,11.44,11.46,13.12,12.16,12.41,12.07,11.84,11.5,11.77,12.24,11.34
test_1200_4_instance_882,5.24,12.99,5.45,5.86,3.63,4.84,5.02,4.46,7.6,5.72,5.28,5.72,5.26
test_150_16_instance_195,2.6,1.71,2.76,2.42,2.62,2.1,2.56,1.88,1.63,1.55,2.58,2.24,2.58
test_150_16_instance_255,1.05,0.79,1.05,1.09,1.48,0.99,1.16,1.11,0.89,1.11,1.15,1.1,1.04
test_150_16_instance_279,1.09,0.8,1.17,0.97,0.96,1.13,1.18,1.03,1.01,1.03,1.08,1.13,1.0
test_150_16_instance_29,1.14,0.89,1.14,1.12,1.3,0.95,1.18,1.02,1.17,1.17,1.18,0.91,0.97
test_150_16_instance_296,1.08,0.9,1.05,1.04,1.92,1.04,1.1,1.23,0.99,0.99,1.06,1.09,1.15
test_150_16_instance_30,0.71,0.72,0.72,0.66,0.79,0.72,0.74,0.93,0.66,0.67,0.72,0.99,0.67
test_150_16_instance_372,1.18,0.83,0.97,0.91,1.17,0.93,0.98,1.13,0.92,0.83,1.05,1.0,0.83
test_150_16_instance_373,1.02,0.96,1.03,0.97,1.29,0.96,1.0,1.12,0.9,0.92,1.1,1.0,0.9
test_150_16_instance_404,0.95,0.74,0.93,1.08,0.98,0.97,0.94,0.96,0.92,0.96,0.94,1.01,1.12
test_150_16_instance_407,1.77,0.95,1.69,1.5,2.0,2.27,1.8,1.21,1.09,1.34,1.73,1.58,1.33
test_150_16_instance_438,2.13,1.88,2.12,2.23,3.51,2.44,2.04,1.62,1.57,1.69,2.11,2.66,2.7
test_150_16_instance_462,1.64,1.49,1.6,1.57,3.17,1.83,1.65,1.63,1.48,1.28,1.83,1.29,1.53
test_150_16_instance_479,1.04,0.76,0.98,0.96,1.02,1.01,0.97,0.98,0.85,0.86,0.99,0.99,0.94
test_150_16_instance_486,0.92,1.1,0.82,0.94,1.32,0.86,0.84,1.19,1.1,0.81,0.81,0.88,0.87
test_150_16_instance_507,1.12,0.68,1.09,1.11,1.27,1.05,1.1,1.01,0.92,1.04,1.41,1.35,1.1
test_150_16_instance_509,1.0,0.79,0.98,0.89,1.46,1.0,1.0,1.15,0.93,0.81,1.14,1.54,1.01
test_150_16_instance_522,1.13,0.96,1.13,1.25,1.75,1.01,1.1,1.17,1.23,1.05,1.26,1.02,1.21
test_150_16_instance_591,1.88,1.46,1.89,1.4,2.75,1.89,1.82,1.48,1.53,1.27,1.84,1.66,1.45
test_150_16_instance_614,1.77,1.36,1.69,1.93,2.75,1.47,1.79,1.66,2.02,1.49,1.79,1.49,2.41
test_150_16_instance_621,1.2,0.89,1.27,1.21,1.33,1.18,1.23,1.27,0.94,1.01,1.22,1.32,1.24
test_150_16_instance_668,2.05,1.41,2.05,2.51,2.45,1.79,2.02,1.6,1.53,1.48,2.03,2.36,1.52
test_150_16_instance_676,1.02,0.71,0.88,0.85,0.72,0.81,0.9,0.8,0.89,0.76,0.89,0.89,0.83
test_150_16_instance_757,0.92,0.68,0.98,0.92,0.79,0.94,0.93,0.95,0.77,0.86,1.01,0.94,0.86
test_150_16_instance_770,1.22,0.87,1.2,1.15,1.78,1.08,1.18,1.05,1.17,1.09,1.22,1.27,1.07
test_150_16_instance_812,1.55,1.26,1.52,1.65,2.67,1.36,1.55,1.77,1.34,1.51,1.56,1.44,1.54
test_150_16_instance_815,1.0,1.01,0.99,1.18,1.55,0.9,0.95,0.93,0.98,0.97,1.14,1.1,1.03
test_150_16_instance_819,1.06,1.02,1.12,1.03,1.79,1.08,1.08,1.17,1.14,1.12,1.06,1.05,0.97
test_150_16_instance_828,1.43,1.05,1.48,1.4,2.04,1.2,1.42,1.51,1.17,1.1,1.52,1.22,1.29
test_150_16_instance_867,1.99,1.57,1.94,1.75,2.63,1.6,1.95,1.83,1.64,1.93,1.96,1.73,2.02
test_150_16_instance_881,3.52,2.22,3.58,3.44,5.25,3.77,3.73,4.08,2.38,3.4,4.12,3.3,3.26
test_150_16_instance_974,2.6,1.68,2.37,1.96,2.82,2.78,2.55,2.15,2.34,2.81,2.47,2.28,2.09
test_150_32_instance_102,0.16,0.16,0.16,0.15,0.16,0.14,0.16,0.16,0.16,0.16,0.11,0.14,0.16
test_150_32_instance_141,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14
test_150_32_instance_183,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12
test_150_32_instance_278,0.2,0.18,0.19,0.19,0.19,0.19,0.17,0.2,0.2,0.19,0.19,0.19,0.19
test_150_32_instance_315,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13
test_150_32_instance_335,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.11,0.08,0.11,0.1
test_150_32_instance_536,0.19,0.2,0.18,0.18,0.18,0.18,0.19,0.2,0.17,0.16,0.2,0.19,0.19
test_150_32_instance_546,0.18,0.19,0.18,0.18,0.16,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.18
test_150_32_instance_592,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13
test_150_32_instance_607,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.17
test_150_32_instance_641,0.21,0.21,0.21,0.22,0.22,0.2,0.2,0.2,0.16,0.23,0.16,0.2,0.19
test_150_32_instance_652,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13
test_150_32_instance_731,0.14,0.13,0.12,0.12,0.13,0.14,0.1,0.15,0.13,0.13,0.12,0.14,0.14
test_150_32_instance_745,0.19,0.15,0.18,0.18,0.17,0.17,0.19,0.18,0.18,0.18,0.19,0.18,0.18
test_150_32_instance_776,0.2,0.21,0.2,0.19,0.2,0.21,0.19,0.2,0.2,0.19,0.21,0.22,0.2
test_150_32_instance_850,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.1,0.14,0.14,0.14,0.14
test_150_32_instance_863,0.19,0.17,0.19,0.19,0.17,0.17,0.18,0.2,0.16,0.18,0.18,0.18,0.19
test_150_32_instance_901,0.2,0.19,0.19,0.19,0.22,0.19,0.2,0.19,0.22,0.22,0.2,0.2,0.19
test_150_32_instance_913,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.12
test_150_32_instance_917,0.16,0.16,0.18,0.16,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.18
test_150_32_instance_936,0.19,0.21,0.18,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.23
test_150_32_instance_998,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13
test_150_4_instance_116,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.06,0.08,0.06,0.07,0.08
test_150_4_instance_139,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07
test_150_4_instance_18,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03
test_150_4_instance_19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
test_150_4_instance_209,0.12,0.09,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.11
test_150_4_instance_257,0.11,0.09,0.07,0.11,0.09,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.11
test_150_4_instance_319,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
test_150_4_instance_364,0.14,0.09,0.14,0.16,0.12,0.09,0.14,0.14,0.13,0.13,0.13,0.1,0.14
test_150_4_instance_380,0.11,0.08,0.1,0.1,0.09,0.1,0.09,0.11,0.1,0.11,0.1,0.17,0.1
test_150_4_instance_42,0.16,0.08,0.18,0.15,0.15,0.21,0.16,0.14,0.18,0.19,0.17,0.16,0.19
test_150_4_instance_451,0.15,0.1,0.14,0.14,0.13,0.14,0.14,0.13,0.15,0.16,0.14,0.16,0.14
test_150_4_instance_473,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.06,0.08,0.08,0.09,0.08,0.08
test_150_4_instance_623,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
test_150_4_instance_743,0.06,0.08,0.07,0.08,0.06,0.07,0.08,0.06,0.08,0.07,0.06,0.06,0.08
test_150_4_instance_759,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04
test_150_4_instance_812,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07
test_150_4_instance_837,0.2,0.11,0.19,0.19,0.19,0.21,0.19,0.18,0.19,0.2,0.23,0.2,0.2
test_150_4_instance_882,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08
test_150_4_instance_886,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.12,0.06
test_150_64_instance_121,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12
test_150_64_instance_135,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13
test_150_64_instance_137,0.12,0.09,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12
test_150_64_instance_146,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11
test_150_64_instance_155,0.13,0.14,0.14,0.14,0.13,0.14,0.15,0.15,0.15,0.15,0.13,0.14,0.13
test_150_64_instance_162,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11
test_150_64_instance_344,0.08,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12
test_150_64_instance_355,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1
test_150_64_instance_375,0.13,0.13,0.13,0.1,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13
test_150_64_instance_500,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12
test_150_64_instance_511,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.13
test_150_64_instance_555,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.09,0.15,0.14,0.13
test_150_64_instance_591,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14
test_150_64_instance_620,0.14,0.13,0.13,0.14,0.15,0.15,0.15,0.15,0.12,0.15,0.14,0.14,0.13
test_150_64_instance_65,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.14,0.14
test_150_64_instance_658,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.13
test_150_64_instance_713,0.13,0.13,0.09,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12
test_150_64_instance_746,0.13,0.13,0.13,0.13,0.13,0.12,0.1,0.14,0.13,0.14,0.13,0.13,0.13
test_150_64_instance_800,0.12,0.12,0.13,0.12,0.09,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.13
test_150_64_instance_817,0.14,0.14,0.13,0.11,0.13,0.13,0.1,0.14,0.13,0.13,0.12,0.12,0.13
test_150_64_instance_906,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12
test_150_64_instance_930,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.18,0.17,0.17,0.17,0.18,0.17
test_150_64_instance_943,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11
test_150_64_instance_978,0.15,0.15,0.15,0.15,0.15,0.11,0.17,0.15,0.15,0.11,0.15,0.15,0.14
test_150_8_instance_142,0.46,0.24,0.47,0.42,0.38,0.51,0.61,0.35,0.41,0.44,0.52,0.45,0.42
test_150_8_instance_183,0.38,0.24,0.48,0.49,0.39,0.46,0.37,0.35,0.42,0.35,0.38,0.45,0.46
test_150_8_instance_189,0.34,0.12,0.3,0.28,0.24,0.29,0.3,0.21,0.24,0.36,0.29,0.29,0.27
test_150_8_instance_23,0.35,0.16,0.37,0.38,0.32,0.36,0.36,0.35,0.34,0.37,0.44,0.42,0.37
test_150_8_instance_238,0.55,0.19,0.55,0.58,0.43,0.56,0.62,0.4,0.39,0.46,0.58,0.54,0.66
test_150_8_instance_29,0.59,0.3,0.57,0.58,0.61,0.54,0.58,0.43,0.55,0.5,0.7,0.54,0.56
test_150_8_instance_338,1.07,0.41,1.07,0.71,1.22,0.96,1.19,0.69,0.62,0.67,0.97,1.05,0.72
test_150_8_instance_342,0.3,0.15,0.31,0.22,0.27,0.26,0.27,0.28,0.28,0.24,0.28,0.23,0.24
test_150_8_instance_465,0.55,0.29,0.56,0.6,0.37,0.55,0.69,0.43,0.54,0.49,0.55,0.54,0.63
test_150_8_instance_541,0.31,0.14,0.31,0.32,0.28,0.45,0.31,0.33,0.29,0.35,0.45,0.34,0.41
test_150_8_instance_600,0.85,0.38,0.63,0.59,0.79,0.61,0.61,0.8,0.58,0.55,0.8,0.77,0.56
test_150_8_instance_615,0.59,0.23,0.45,0.51,0.38,0.57,0.46,0.34,0.37,0.47,0.45,0.44,0.45
test_150_8_instance_630,0.63,0.4,0.66,0.61,0.7,0.78,0.56,0.67,0.65,0.47,0.68,0.56,0.65
test_150_8_instance_645,0.82,0.39,0.73,0.71,0.92,0.84,0.74,0.64,0.53,0.65,0.82,0.77,0.74
test_150_8_instance_705,0.61,0.21,0.62,0.59,0.54,0.51,0.52,0.36,0.42,0.68,0.56,0.53,0.72
test_150_8_instance_723,0.73,0.42,0.75,0.9,1.2,0.79,0.76,0.65,0.58,0.6,0.87,0.86,0.82
test_150_8_instance_733,0.59,0.3,0.77,0.57,0.52,0.58,0.62,0.62,0.51,0.53,0.69,0.59,0.73
test_150_8_instance_741,0.84,0.4,0.62,0.62,0.81,0.6,0.64,0.57,0.54,0.59,0.62,0.64,0.71
test_150_8_instance_751,1.1,0.49,1.21,1.11,1.27,1.11,1.1,0.75,0.63,0.74,1.1,0.89,0.98
test_150_8_instance_809,0.5,0.33,0.53,0.66,0.89,0.52,0.66,0.54,0.61,0.53,0.53,0.52,0.64
test_150_8_instance_951,0.45,0.3,0.46,0.59,0.48,0.64,0.53,0.53,0.46,0.41,0.44,0.75,0.52
test_150_8_instance_965,0.36,0.18,0.41,0.4,0.33,0.48,0.37,0.28,0.4,0.37,0.38,0.38,0.37
test_2400_2_instance_122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_2400_2_instance_654,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01
test_2400_4_instance_158,444.52,720.0,379.36,469.94,399.08,603.94,384.0,419.26,720.0,720.0,697.7,720.0,497.7
test_2400_4_instance_470,441.32,720.0,419.97,464.38,429.69,367.64,419.8,366.33,487.94,504.65,464.42,382.8,423.19
test_2400_4_instance_75,579.86,720.0,588.82,611.28,614.89,658.83,579.65,711.79,720.0,720.0,663.62,618.43,550.8
test_300_16_instance_17,663.99,720.0,653.6,556.8,705.89,625.76,662.25,595.87,720.0,720.0,596.33,564.21,673.15
test_300_16_instance_351,285.58,503.18,276.52,302.17,315.78,290.39,282.6,263.89,235.08,350.04,281.54,268.29,289.95
test_300_16_instance_41,323.38,618.36,321.87,334.66,457.17,326.86,329.13,337.54,342.99,502.33,305.49,322.27,339.28
test_300_16_instance_417,205.68,385.18,202.21,207.01,289.06,224.61,201.66,204.47,210.5,274.09,199.37,239.45,197.22
test_300_16_instance_572,143.08,251.33,142.55,153.11,215.18,136.64,144.01,139.96,143.99,167.83,151.8,142.3,143.06
test_300_16_instance_595,240.56,576.87,234.13,284.28,355.89,267.75,240.49,350.45,306.06,398.18,271.35,241.42,287.91
test_300_16_instance_674,271.45,588.34,272.41,337.16,324.08,257.59,266.89,280.66,295.17,362.02,250.52,273.16,284.87
test_300_16_instance_74,687.84,720.0,687.37,686.82,711.37,673.68,692.01,684.41,661.88,720.0,627.42,720.0,712.45
test_300_16_instance_741,720.0,720.0,720.0,684.58,720.0,720.0,720.0,720.0,679.7,720.0,704.73,720.0,687.93
test_300_16_instance_779,239.76,566.3,245.51,220.57,361.16,274.0,239.16,254.54,232.78,314.9,220.14,280.82,248.9
test_300_16_instance_820,304.2,720.0,307.41,299.65,491.93,284.62,306.21,428.58,371.32,431.93,288.62,289.89,275.61
test_300_16_instance_873,329.42,708.91,335.08,342.25,378.71,358.61,327.13,320.83,354.68,382.21,306.52,332.95,337.97
test_300_16_instance_892,489.66,720.0,492.45,517.21,611.26,497.36,489.42,582.13,640.68,720.0,498.26,524.72,549.06
test_300_16_instance_897,191.63,376.47,187.36,219.47,366.22,185.2,189.24,219.77,206.36,238.01,184.86,194.36,193.7
test_300_16_instance_938,408.6,720.0,430.39,407.39,468.7,405.72,425.62,349.29,432.39,592.47,414.88,412.3,407.68
test_300_16_instance_94,618.82,720.0,611.75,584.94,632.4,693.82,613.28,719.02,654.47,720.0,505.31,645.54,720.0
test_300_2_instance_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_300_2_instance_303,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_300_2_instance_422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_300_32_instance_948,579.2,720.0,577.61,560.48,578.62,720.0,585.34,638.93,418.85,478.18,572.22,635.03,555.45
test_300_4_instance_144,0.16,0.13,0.16,0.17,0.16,0.16,0.18,0.17,0.15,0.17,0.19,0.17,0.18
test_300_4_instance_24,0.15,0.12,0.17,0.14,0.17,0.21,0.16,0.15,0.17,0.15,0.16,0.29,0.19
test_300_4_instance_311,0.26,0.17,0.33,0.26,0.25,0.26,0.26,0.21,0.25,0.29,0.25,0.32,0.25
test_300_4_instance_321,0.19,0.16,0.22,0.18,0.19,0.17,0.2,0.2,0.17,0.18,0.19,0.19,0.16
test_300_4_instance_396,0.39,0.27,0.38,0.54,0.49,0.47,0.38,0.35,0.36,0.52,0.41,0.55,0.49
test_300_4_instance_446,0.31,0.14,0.32,0.3,0.38,0.33,0.39,0.29,0.44,0.4,0.29,0.31,0.41
test_300_4_instance_452,0.18,0.12,0.17,0.18,0.16,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.2
test_300_4_instance_459,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05
test_300_4_instance_498,0.15,0.13,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.16,0.16,0.14
test_300_4_instance_567,0.21,0.18,0.21,0.2,0.2,0.23,0.21,0.21,0.21,0.19,0.21,0.19,0.25
test_300_4_instance_602,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.12
test_300_4_instance_604,0.24,0.15,0.21,0.21,0.23,0.21,0.22,0.26,0.25,0.22,0.26,0.24,0.23
test_300_4_instance_70,0.14,0.15,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.12,0.14
test_300_4_instance_754,0.28,0.16,0.29,0.33,0.26,0.28,0.23,0.33,0.26,0.28,0.28,0.28,0.27
test_300_4_instance_760,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.1
test_300_4_instance_779,0.26,0.13,0.25,0.21,0.21,0.22,0.21,0.23,0.24,0.2,0.22,0.21,0.23
test_300_4_instance_791,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.1,0.1,0.09,0.1
test_300_4_instance_844,0.3,0.23,0.34,0.4,0.32,0.27,0.3,0.24,0.26,0.28,0.3,0.3,0.3
test_300_4_instance_911,0.16,0.15,0.19,0.17,0.15,0.18,0.16,0.16,0.16,0.15,0.16,0.19,0.17
test_300_4_instance_923,0.16,0.12,0.14,0.15,0.14,0.15,0.17,0.14,0.16,0.15,0.17,0.18,0.16
test_300_64_instance_102,0.32,0.29,0.28,0.3,0.31,0.26,0.3,0.31,0.31,0.31,0.3,0.36,0.28
test_300_64_instance_11,0.29,0.32,0.31,0.28,0.32,0.29,0.28,0.29,0.27,0.29,0.26,0.26,0.28
test_300_64_instance_12,0.32,0.33,0.31,0.29,0.29,0.26,0.3,0.31,0.29,0.28,0.3,0.27,0.31
test_300_64_instance_132,0.31,0.32,0.3,0.31,0.32,0.33,0.27,0.3,0.33,0.31,0.3,0.39,0.32
test_300_64_instance_133,0.3,0.35,0.34,0.34,0.33,0.34,0.33,0.34,0.33,0.37,0.33,0.34,0.32
test_300_64_instance_166,0.39,0.36,0.4,0.39,0.39,0.38,0.39,0.42,0.38,0.36,0.39,0.39,0.4
test_300_64_instance_187,0.29,0.26,0.2,0.28,0.26,0.25,0.3,0.3,0.28,0.29,0.29,0.27,0.29
test_300_64_instance_191,0.3,0.3,0.31,0.35,0.31,0.3,0.34,0.32,0.27,0.34,0.31,0.3,0.33
test_300_64_instance_214,0.32,0.29,0.29,0.29,0.3,0.31,0.29,0.29,0.3,0.34,0.29,0.29,0.32
test_300_64_instance_241,0.33,0.33,0.31,0.31,0.33,0.32,0.35,0.34,0.31,0.28,0.3,0.32,0.33
test_300_64_instance_262,0.26,0.31,0.3,0.27,0.27,0.29,0.28,0.3,0.27,0.28,0.29,0.34,0.29
test_300_64_instance_344,0.29,0.25,0.28,0.27,0.26,0.24,0.27,0.29,0.26,0.29,0.24,0.25,0.27
test_300_64_instance_37,0.25,0.27,0.26,0.29,0.27,0.26,0.26,0.26,0.26,0.28,0.23,0.3,0.27
test_300_64_instance_387,0.32,0.34,0.34,0.38,0.38,0.37,0.32,0.39,0.43,0.34,0.35,0.36,0.38
test_300_64_instance_450,0.3,0.31,0.32,0.29,0.26,0.3,0.29,0.29,0.28,0.29,0.29,0.31,0.32
test_300_64_instance_497,0.3,0.29,0.3,0.32,0.26,0.28,0.29,0.28,0.31,0.31,0.28,0.28,0.28
test_300_64_instance_549,0.28,0.29,0.3,0.31,0.34,0.31,0.33,0.34,0.31,0.31,0.3,0.31,0.3
test_300_64_instance_562,0.3,0.31,0.32,0.26,0.27,0.27,0.25,0.25,0.27,0.27,0.32,0.25,0.28
test_300_64_instance_57,0.27,0.27,0.28,0.26,0.23,0.26,0.27,0.25,0.27,0.28,0.24,0.26,0.26
test_300_64_instance_648,0.27,0.3,0.31,0.31,0.29,0.23,0.3,0.25,0.27,0.29,0.25,0.3,0.31
test_300_64_instance_704,0.27,0.32,0.29,0.27,0.32,0.26,0.25,0.31,0.27,0.28,0.28,0.26,0.3
test_300_64_instance_747,0.27,0.28,0.26,0.25,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.26,0.29
test_300_64_instance_757,0.26,0.29,0.27,0.25,0.29,0.27,0.25,0.24,0.26,0.29,0.25,0.3,0.24
test_300_64_instance_779,0.27,0.31,0.28,0.29,0.31,0.27,0.31,0.27,0.28,0.31,0.3,0.27,0.29
test_300_64_instance_791,0.32,0.33,0.29,0.28,0.3,0.26,0.28,0.33,0.28,0.31,0.3,0.33,0.32
test_300_64_instance_861,0.26,0.3,0.28,0.27,0.29,0.27,0.26,0.24,0.25,0.24,0.27,0.26,0.32
test_300_64_instance_862,0.29,0.31,0.29,0.29,0.32,0.29,0.31,0.3,0.28,0.33,0.29,0.28,0.32
test_300_64_instance_927,0.28,0.33,0.32,0.29,0.28,0.28,0.32,0.29,0.29,0.34,0.3,0.31,0.28
test_300_8_instance_146,17.03,25.92,16.67,14.75,36.53,14.87,16.76,15.92,13.09,12.63,15.36,16.73,16.35
test_300_8_instance_149,26.72,65.46,27.22,30.84,40.51,31.07,27.86,29.33,26.93,27.31,30.4,30.29,30.91
test_300_8_instance_151,5.87,3.73,5.81,5.42,5.39,4.21,6.03,4.89,4.08,4.08,5.96,4.37,5.75
test_300_8_instance_2,14.63,17.77,13.39,15.82,24.99,13.24,13.03,10.9,14.11,12.58,13.94,14.51,13.8
test_300_8_instance_380,6.39,6.25,6.77,6.61,12.67,6.36,6.85,7.65,5.27,5.72,6.63,6.45,6.44
test_300_8_instance_487,9.49,10.58,9.23,10.67,12.95,8.66,9.37,6.81,7.27,7.52,9.06,8.45,9.5
test_300_8_instance_582,13.32,20.77,13.39,13.96,21.22,15.12,13.22,11.43,12.37,14.25,12.9,15.39,14.35
test_300_8_instance_596,8.04,9.56,7.55,7.01,12.82,7.62,7.46,8.98,6.61,6.27,7.83,7.13,6.97
test_300_8_instance_602,6.15,8.03,5.77,6.06,13.16,6.31,6.04,5.41,4.7,5.33,6.28,5.79,6.37
test_300_8_instance_611,2.88,1.9,2.73,3.2,3.61,3.01,2.89,2.4,2.57,2.67,2.8,2.77,3.02
test_300_8_instance_618,25.77,106.78,26.12,24.69,39.28,22.28,25.37,23.19,26.31,28.64,24.46,22.99,25.88
test_300_8_instance_634,6.31,7.22,6.61,6.42,7.32,6.53,6.45,8.04,6.26,5.78,6.19,6.36,6.09
test_300_8_instance_819,15.25,35.85,15.4,14.37,27.65,15.6,15.37,20.81,15.09,15.81,14.71,15.38,14.57
