File Name,MipLogLevel-2,SubMipHeurLevel-0,SubMipHeurLevel-1,RootCutLevel-0
train_400r_800c_0.05d_instance_405,0.76,0.3,0.77,0.55
train_400r_800c_0.05d_instance_408,0.36,0.24,0.26,0.35
train_400r_800c_0.05d_instance_412,0.99,0.41,0.88,0.85
train_400r_800c_0.05d_instance_458,1.74,0.43,0.96,1.61
train_400r_800c_0.05d_instance_48,0.31,0.24,0.31,0.26
train_400r_800c_0.05d_instance_501,1.23,0.57,1.05,1.24
train_400r_800c_0.05d_instance_575,0.98,0.47,0.84,0.78
train_400r_800c_0.05d_instance_669,0.96,0.34,0.71,0.63
train_400r_800c_0.05d_instance_724,0.77,0.3,0.59,0.48
train_400r_800c_0.05d_instance_727,0.67,0.27,0.56,0.51
train_400r_800c_0.05d_instance_740,0.57,0.28,0.53,0.45
train_400r_800c_0.05d_instance_755,0.8,0.31,0.65,0.63
train_400r_800c_0.05d_instance_832,0.43,0.18,0.51,0.42
train_400r_800c_0.05d_instance_841,0.4,0.18,0.38,0.35
train_400r_800c_0.05d_instance_888,1.22,0.58,0.92,1.06
train_400r_800c_0.05d_instance_95,0.65,0.26,0.59,0.43
train_400r_800c_0.25d_instance_1020,0.38,0.18,0.33,0.35
train_400r_800c_0.25d_instance_1040,0.31,0.18,0.24,0.31
train_400r_800c_0.25d_instance_1142,0.3,0.26,0.32,0.37
train_400r_800c_0.25d_instance_1160,0.7,0.32,0.59,0.5
train_400r_800c_0.25d_instance_1173,0.66,0.35,0.57,0.57
train_400r_800c_0.25d_instance_1180,0.33,0.23,0.29,0.29
train_400r_800c_0.25d_instance_1185,0.57,0.26,0.5,0.51
train_400r_800c_0.25d_instance_124,0.49,0.25,0.36,0.36
train_400r_800c_0.25d_instance_1279,0.17,0.11,0.12,0.2
train_400r_800c_0.25d_instance_1283,0.55,0.38,0.61,0.41
train_400r_800c_0.25d_instance_1294,0.41,0.22,0.4,0.35
train_400r_800c_0.25d_instance_1391,0.48,0.25,0.4,0.38
train_400r_800c_0.25d_instance_1398,0.39,0.22,0.39,0.33
train_400r_800c_0.25d_instance_1528,0.32,0.15,0.27,0.23
train_400r_800c_0.25d_instance_153,0.41,0.23,0.45,0.33
train_400r_800c_0.25d_instance_1556,0.41,0.21,0.39,0.34
train_400r_800c_0.25d_instance_164,0.39,0.19,0.33,0.34
train_400r_800c_0.25d_instance_1658,0.3,0.24,0.29,0.36
train_400r_800c_0.25d_instance_1730,0.38,0.18,0.26,0.3
train_400r_800c_0.25d_instance_1815,0.49,0.29,0.44,0.48
train_400r_800c_0.25d_instance_1820,0.62,0.28,0.4,0.33
train_400r_800c_0.25d_instance_1842,0.47,0.23,0.4,0.38
train_400r_800c_0.25d_instance_1851,0.3,0.17,0.29,0.27
train_400r_800c_0.25d_instance_1933,0.47,0.25,0.51,0.4
train_400r_800c_0.25d_instance_220,0.4,0.2,0.33,0.36
train_400r_800c_0.25d_instance_225,0.19,0.17,0.26,0.17
train_400r_800c_0.25d_instance_228,0.52,0.25,0.55,0.46
train_400r_800c_0.25d_instance_257,0.27,0.2,0.2,0.33
train_400r_800c_0.25d_instance_27,0.56,0.26,0.44,0.44
train_400r_800c_0.25d_instance_317,0.29,0.17,0.21,0.24
train_400r_800c_0.25d_instance_328,0.39,0.22,0.36,0.39
train_400r_800c_0.25d_instance_35,0.54,0.24,0.38,0.4
train_400r_800c_0.25d_instance_565,0.72,0.33,0.5,0.54
train_400r_800c_0.25d_instance_586,0.41,0.26,0.39,0.3
train_400r_800c_0.25d_instance_718,0.39,0.32,0.34,0.34
train_400r_800c_0.25d_instance_747,0.34,0.19,0.26,0.29
train_400r_800c_0.25d_instance_781,0.27,0.16,0.28,0.25
train_400r_800c_0.25d_instance_846,0.48,0.29,0.44,0.32
train_400r_800c_0.25d_instance_933,0.28,0.17,0.18,0.27
train_400r_800c_0.25d_instance_980,0.48,0.22,0.47,0.39
train_800r_1600c_0.01d_instance_1038,1.88,0.98,0.95,1.32
train_800r_1600c_0.01d_instance_1055,0.48,0.34,0.47,0.43
train_800r_1600c_0.01d_instance_1070,9.79,5.46,10.02,8.98
train_800r_1600c_0.01d_instance_1116,0.54,0.59,0.54,0.58
train_800r_1600c_0.01d_instance_1198,2.21,0.79,1.21,1.85
train_800r_1600c_0.01d_instance_1208,4.19,2.27,3.61,4.09
train_800r_1600c_0.01d_instance_1252,1.95,0.94,1.23,1.69
train_800r_1600c_0.01d_instance_1316,2.02,0.63,1.02,1.55
train_800r_1600c_0.01d_instance_1326,3.69,2.06,1.89,3.13
train_800r_1600c_0.01d_instance_135,1.19,0.56,0.59,0.94
train_800r_1600c_0.01d_instance_1445,2.13,0.77,1.21,1.44
train_800r_1600c_0.01d_instance_1454,1.67,0.91,1.14,1.21
train_800r_1600c_0.01d_instance_1490,2.15,1.24,1.78,1.57
train_800r_1600c_0.01d_instance_1530,1.37,0.61,0.7,1.11
train_800r_1600c_0.01d_instance_155,2.03,1.43,1.58,1.62
train_800r_1600c_0.01d_instance_1551,1.51,0.59,0.76,1.02
train_800r_1600c_0.01d_instance_161,1.82,0.86,0.93,1.25
train_800r_1600c_0.01d_instance_1655,1.67,0.65,0.84,1.16
train_800r_1600c_0.01d_instance_1711,1.35,0.47,0.65,0.93
train_800r_1600c_0.01d_instance_1720,1.96,0.84,1.35,1.24
train_800r_1600c_0.01d_instance_1740,1.56,0.62,0.86,1.14
train_800r_1600c_0.01d_instance_1877,1.53,0.42,0.75,1.01
train_800r_1600c_0.01d_instance_1878,0.63,0.59,0.45,0.65
train_800r_1600c_0.01d_instance_1887,0.44,0.22,0.33,0.43
train_800r_1600c_0.01d_instance_1904,1.37,0.72,1.29,1.45
train_800r_1600c_0.01d_instance_1913,1.1,0.33,0.46,0.72
train_800r_1600c_0.01d_instance_1923,2.67,1.0,0.93,1.45
train_800r_1600c_0.01d_instance_1937,1.45,0.51,0.75,1.25
train_800r_1600c_0.01d_instance_212,4.63,2.22,4.9,4.72
train_800r_1600c_0.01d_instance_213,0.81,0.31,0.54,0.79
train_800r_1600c_0.01d_instance_249,1.91,1.28,1.8,1.24
train_800r_1600c_0.01d_instance_27,1.42,0.67,0.8,0.98
train_800r_1600c_0.01d_instance_275,2.28,1.36,1.15,1.75
train_800r_1600c_0.01d_instance_306,2.31,1.3,1.53,1.52
train_800r_1600c_0.01d_instance_317,2.67,1.34,1.61,1.73
train_800r_1600c_0.01d_instance_411,1.86,0.59,0.78,1.15
train_800r_1600c_0.01d_instance_431,1.79,0.39,0.88,0.98
train_800r_1600c_0.01d_instance_47,1.83,0.96,0.94,1.32
train_800r_1600c_0.01d_instance_498,1.34,0.38,0.62,1.03
train_800r_1600c_0.01d_instance_525,4.32,1.7,2.2,3.56
train_800r_1600c_0.01d_instance_590,5.13,2.36,4.35,5.05
train_800r_1600c_0.01d_instance_602,1.75,0.97,1.0,1.37
train_800r_1600c_0.01d_instance_605,3.11,1.48,1.64,2.01
train_800r_1600c_0.01d_instance_648,2.16,1.22,1.36,1.39
train_800r_1600c_0.01d_instance_652,1.72,0.53,0.97,1.36
train_800r_1600c_0.01d_instance_681,1.72,0.42,0.63,1.04
train_800r_1600c_0.01d_instance_826,2.84,2.07,1.91,1.89
train_800r_1600c_0.01d_instance_902,2.22,1.2,1.15,1.82
train_800r_1600c_0.01d_instance_937,1.89,0.93,0.99,1.3
train_800r_1600c_0.01d_instance_963,4.8,2.18,3.92,3.19
train_800r_1600c_0.05d_instance_1012,2.25,1.06,1.94,1.93
train_800r_1600c_0.05d_instance_1050,1.59,1.03,1.76,1.34
train_800r_1600c_0.05d_instance_1066,1.31,0.7,1.18,1.29
train_800r_1600c_0.05d_instance_108,1.51,0.96,1.39,1.24
train_800r_1600c_0.05d_instance_1105,2.1,1.11,2.05,1.67
train_800r_1600c_0.05d_instance_112,4.04,1.72,3.87,3.94
train_800r_1600c_0.05d_instance_1125,2.01,0.98,2.04,1.49
train_800r_1600c_0.05d_instance_1137,4.82,3.11,4.68,4.44
train_800r_1600c_0.05d_instance_1147,3.08,1.4,2.89,3.09
train_800r_1600c_0.05d_instance_1174,2.05,1.1,2.1,1.96
train_800r_1600c_0.05d_instance_1220,1.9,0.94,2.38,1.84
train_800r_1600c_0.05d_instance_1262,9.15,4.31,5.77,6.69
train_800r_1600c_0.05d_instance_1265,1.12,0.65,1.12,0.85
train_800r_1600c_0.05d_instance_1315,5.65,2.75,4.84,4.33
train_800r_1600c_0.05d_instance_1394,4.53,1.76,3.02,3.81
train_800r_1600c_0.05d_instance_140,1.33,0.65,0.92,0.9
train_800r_1600c_0.05d_instance_145,3.08,1.09,2.56,2.32
train_800r_1600c_0.05d_instance_1483,2.03,1.02,2.05,1.88
train_800r_1600c_0.05d_instance_1622,1.53,1.24,1.93,1.46
train_800r_1600c_0.05d_instance_1634,2.5,1.28,2.51,2.01
train_800r_1600c_0.05d_instance_1680,4.28,1.45,4.88,3.81
train_800r_1600c_0.05d_instance_1729,29.77,25.8,37.18,25.2
train_800r_1600c_0.05d_instance_1795,3.68,1.33,2.18,2.68
train_800r_1600c_0.05d_instance_1896,5.38,3.11,5.31,4.24
train_800r_1600c_0.05d_instance_191,1.89,0.99,1.88,1.57
train_800r_1600c_0.05d_instance_1936,6.46,3.51,4.52,5.19
train_800r_1600c_0.05d_instance_1955,1.55,0.97,1.81,1.31
train_800r_1600c_0.05d_instance_220,1.53,0.69,1.62,1.56
train_800r_1600c_0.05d_instance_260,7.04,3.37,6.6,8.06
train_800r_1600c_0.05d_instance_28,1.96,0.9,1.38,1.37
train_800r_1600c_0.05d_instance_413,4.84,2.56,5.06,4.6
train_800r_1600c_0.05d_instance_433,1.59,0.88,1.74,1.34
train_800r_1600c_0.05d_instance_492,1.42,0.7,1.24,1.21
train_800r_1600c_0.05d_instance_556,4.23,1.74,5.58,3.87
train_800r_1600c_0.05d_instance_561,10.23,5.46,11.17,11.22
train_800r_1600c_0.05d_instance_565,1.8,0.8,1.91,1.65
train_800r_1600c_0.05d_instance_621,2.91,1.04,2.34,2.83
train_800r_1600c_0.05d_instance_642,6.76,3.68,4.55,5.97
train_800r_1600c_0.05d_instance_683,1.74,1.13,1.69,1.3
train_800r_1600c_0.05d_instance_711,1.82,1.0,2.25,1.88
train_800r_1600c_0.05d_instance_752,2.61,1.1,2.86,2.98
train_800r_1600c_0.05d_instance_783,7.19,4.13,8.09,6.31
train_800r_1600c_0.05d_instance_791,2.15,0.99,2.24,1.77
train_800r_1600c_0.05d_instance_80,2.13,1.21,2.35,1.82
train_800r_1600c_0.05d_instance_800,2.75,1.19,2.18,2.27
train_800r_1600c_0.05d_instance_823,2.25,1.06,2.36,1.86
train_800r_1600c_0.05d_instance_875,9.12,5.3,12.54,8.17
train_800r_1600c_0.05d_instance_882,6.17,3.48,5.62,5.51
train_800r_1600c_0.05d_instance_906,6.26,4.79,6.18,5.95
train_800r_1600c_0.05d_instance_948,6.98,4.28,6.92,7.31
train_800r_1600c_0.05d_instance_977,1.12,0.97,1.61,0.81
train_800r_1600c_0.25d_instance_1047,1.22,0.67,1.16,1.1
train_800r_1600c_0.25d_instance_1063,0.97,0.64,0.84,0.85
train_800r_1600c_0.25d_instance_1088,1.47,0.63,1.27,1.22
train_800r_1600c_0.25d_instance_1102,2.36,1.23,1.76,2.24
train_800r_1600c_0.25d_instance_1114,0.77,0.56,0.63,0.62
train_800r_1600c_0.25d_instance_1127,1.19,0.69,0.97,1.1
train_800r_1600c_0.25d_instance_1128,1.09,0.62,0.78,0.78
train_800r_1600c_0.25d_instance_1155,1.1,0.59,1.03,1.0
train_800r_1600c_0.25d_instance_1189,1.22,0.8,0.99,0.99
train_800r_1600c_0.25d_instance_1213,1.16,0.6,0.93,0.99
train_800r_1600c_0.25d_instance_1299,0.69,0.57,0.82,0.6
train_800r_1600c_0.25d_instance_1317,2.07,1.0,1.71,1.82
train_800r_1600c_0.25d_instance_1329,1.02,0.6,0.69,0.83
train_800r_1600c_0.25d_instance_133,2.21,1.4,1.84,2.16
train_800r_1600c_0.25d_instance_1375,1.2,0.82,1.09,1.14
train_800r_1600c_0.25d_instance_1381,0.95,0.69,0.85,0.67
train_800r_1600c_0.25d_instance_1422,1.1,0.7,0.98,0.98
train_800r_1600c_0.25d_instance_1423,1.71,1.19,1.6,1.55
train_800r_1600c_0.25d_instance_1430,0.85,0.56,0.64,0.99
train_800r_1600c_0.25d_instance_1460,0.98,0.62,0.98,0.87
train_800r_1600c_0.25d_instance_1517,0.99,0.7,0.92,1.02
train_800r_1600c_0.25d_instance_1561,1.24,0.71,1.24,1.31
train_800r_1600c_0.25d_instance_1640,2.2,1.48,1.97,1.97
train_800r_1600c_0.25d_instance_1694,1.15,0.73,1.07,1.07
train_800r_1600c_0.25d_instance_1711,1.37,0.64,1.17,1.15
train_800r_1600c_0.25d_instance_1717,1.38,0.93,1.25,1.23
train_800r_1600c_0.25d_instance_1939,1.61,0.81,1.49,1.54
train_800r_1600c_0.25d_instance_197,2.16,1.31,2.05,2.08
train_800r_1600c_0.25d_instance_217,1.22,0.74,1.01,1.01
train_800r_1600c_0.25d_instance_259,1.65,0.9,1.33,1.43
train_800r_1600c_0.25d_instance_272,1.41,0.81,1.29,1.26
train_800r_1600c_0.25d_instance_307,1.27,0.8,1.03,0.93
train_800r_1600c_0.25d_instance_320,1.15,0.68,0.84,0.82
train_800r_1600c_0.25d_instance_346,0.95,0.56,0.83,0.89
train_800r_1600c_0.25d_instance_351,1.01,0.67,0.91,1.15
train_800r_1600c_0.25d_instance_37,1.01,0.67,1.04,0.94
train_800r_1600c_0.25d_instance_38,1.1,0.67,1.01,0.97
train_800r_1600c_0.25d_instance_392,1.32,0.78,1.02,1.04
train_800r_1600c_0.25d_instance_536,1.46,0.99,1.29,1.39
train_800r_1600c_0.25d_instance_552,0.78,0.5,0.89,0.87
train_800r_1600c_0.25d_instance_553,1.67,0.94,1.54,1.73
train_800r_1600c_0.25d_instance_590,2.68,1.35,2.05,2.43
train_800r_1600c_0.25d_instance_593,2.34,1.49,2.11,2.19
train_800r_1600c_0.25d_instance_603,1.76,0.87,1.25,1.42
train_800r_1600c_0.25d_instance_643,1.35,0.9,1.24,1.11
train_800r_1600c_0.25d_instance_702,0.66,0.42,0.53,0.56
train_800r_1600c_0.25d_instance_703,0.89,0.64,1.0,0.83
train_800r_1600c_0.25d_instance_915,1.28,0.68,0.99,0.93
train_800r_1600c_0.25d_instance_929,1.26,0.62,0.99,1.12
train_800r_1600c_0.25d_instance_998,1.24,0.72,1.4,1.19
train_800r_3200c_0.01d_instance_1040,2.18,0.71,1.08,1.07
train_800r_3200c_0.01d_instance_1075,0.52,0.23,0.39,0.46
train_800r_3200c_0.01d_instance_1098,1.71,0.5,0.81,1.16
train_800r_3200c_0.01d_instance_1109,2.02,0.78,1.01,1.6
train_800r_3200c_0.01d_instance_113,0.99,0.4,0.65,0.63
train_800r_3200c_0.01d_instance_1138,2.06,0.66,0.69,1.08
train_800r_3200c_0.01d_instance_1141,2.71,1.38,1.91,2.11
train_800r_3200c_0.01d_instance_1145,1.03,0.48,0.56,0.68
train_800r_3200c_0.01d_instance_1164,3.01,1.74,2.56,4.2
train_800r_3200c_0.01d_instance_1175,1.34,0.45,0.59,0.9
train_800r_3200c_0.01d_instance_1192,1.37,0.3,0.58,0.95
train_800r_3200c_0.01d_instance_1203,2.27,0.62,0.86,1.46
train_800r_3200c_0.01d_instance_1264,3.06,1.69,1.79,2.4
train_800r_3200c_0.01d_instance_1275,0.65,0.46,0.49,0.71
train_800r_3200c_0.01d_instance_1311,1.99,0.61,1.07,1.43
train_800r_3200c_0.01d_instance_1315,1.4,0.52,0.91,0.87
train_800r_3200c_0.01d_instance_1331,1.08,0.55,0.64,0.77
train_800r_3200c_0.01d_instance_1338,1.59,0.75,0.73,0.94
train_800r_3200c_0.01d_instance_136,3.76,2.12,2.52,3.71
train_800r_3200c_0.01d_instance_1455,0.42,0.37,0.31,0.43
train_800r_3200c_0.01d_instance_1515,1.26,0.47,0.55,0.8
train_800r_3200c_0.01d_instance_1524,1.82,0.67,1.11,1.11
train_800r_3200c_0.01d_instance_1655,2.82,1.22,1.38,1.94
train_800r_3200c_0.01d_instance_172,1.95,1.13,1.24,1.86
train_800r_3200c_0.01d_instance_1772,0.45,0.24,0.6,0.57
train_800r_3200c_0.01d_instance_178,2.22,1.33,1.51,1.7
train_800r_3200c_0.01d_instance_1824,2.17,1.31,1.23,1.7
train_800r_3200c_0.01d_instance_184,2.86,1.97,2.05,2.73
train_800r_3200c_0.01d_instance_1876,2.46,1.23,1.63,2.18
train_800r_3200c_0.01d_instance_1893,1.41,0.61,0.96,0.98
train_800r_3200c_0.01d_instance_1901,1.79,0.73,0.82,1.22
train_800r_3200c_0.01d_instance_1917,1.6,0.92,0.88,1.07
train_800r_3200c_0.01d_instance_1945,1.26,0.38,0.56,0.95
train_800r_3200c_0.01d_instance_200,1.58,0.73,1.07,1.19
train_800r_3200c_0.01d_instance_276,2.01,0.92,1.17,1.46
train_800r_3200c_0.01d_instance_288,1.91,0.9,1.53,1.82
train_800r_3200c_0.01d_instance_310,2.11,0.92,1.13,1.69
train_800r_3200c_0.01d_instance_325,1.12,0.3,0.48,0.65
train_800r_3200c_0.01d_instance_354,2.13,0.85,1.23,1.41
train_800r_3200c_0.01d_instance_358,1.36,0.47,0.81,0.89
train_800r_3200c_0.01d_instance_377,1.16,0.35,0.69,0.94
train_800r_3200c_0.01d_instance_397,0.58,0.21,0.32,0.5
train_800r_3200c_0.01d_instance_422,1.28,0.33,0.56,0.82
train_800r_3200c_0.01d_instance_477,1.1,0.43,0.53,0.76
train_800r_3200c_0.01d_instance_564,2.43,1.3,1.34,1.5
train_800r_3200c_0.01d_instance_597,1.39,0.53,0.72,1.11
train_800r_3200c_0.01d_instance_661,1.79,0.64,0.98,0.74
train_800r_3200c_0.01d_instance_672,1.97,1.14,1.69,1.43
train_800r_3200c_0.01d_instance_698,1.86,0.63,1.05,1.5
train_800r_3200c_0.01d_instance_700,1.4,0.75,0.74,1.06
train_800r_3200c_0.01d_instance_74,0.56,0.8,0.54,0.66
train_800r_3200c_0.01d_instance_767,1.26,0.47,0.59,0.95
train_800r_3200c_0.01d_instance_839,0.93,0.39,0.68,0.78
train_800r_3200c_0.01d_instance_873,0.53,0.46,0.56,0.61
train_800r_3200c_0.01d_instance_879,0.84,0.33,0.97,0.67
train_800r_3200c_0.01d_instance_897,1.32,0.43,0.63,0.82
train_800r_3200c_0.01d_instance_996,2.15,0.63,1.05,1.47
train_800r_3200c_0.05d_instance_1015,1.97,1.36,2.57,1.74
train_800r_3200c_0.05d_instance_1040,2.58,1.12,2.29,2.61
train_800r_3200c_0.05d_instance_1055,7.67,3.55,6.6,6.22
train_800r_3200c_0.05d_instance_1079,5.56,3.16,4.06,6.38
train_800r_3200c_0.05d_instance_110,5.23,2.23,4.85,5.1
train_800r_3200c_0.05d_instance_1108,2.17,1.37,2.32,1.89
train_800r_3200c_0.05d_instance_1162,1.76,0.95,2.16,1.45
train_800r_3200c_0.05d_instance_1218,5.01,2.17,4.69,4.47
train_800r_3200c_0.05d_instance_1237,4.69,3.84,4.52,5.03
train_800r_3200c_0.05d_instance_126,1.44,0.55,1.11,1.21
train_800r_3200c_0.05d_instance_132,3.85,1.68,2.28,2.61
train_800r_3200c_0.05d_instance_1354,2.1,1.03,1.52,1.48
train_800r_3200c_0.05d_instance_1375,2.18,1.09,1.98,1.78
train_800r_3200c_0.05d_instance_1388,4.91,2.43,3.74,4.03
train_800r_3200c_0.05d_instance_140,3.43,1.67,2.61,3.16
train_800r_3200c_0.05d_instance_1460,1.84,1.14,1.36,1.3
train_800r_3200c_0.05d_instance_1487,1.9,1.04,1.64,1.41
train_800r_3200c_0.05d_instance_1527,6.54,4.25,6.44,6.11
train_800r_3200c_0.05d_instance_1530,1.65,0.91,1.88,1.67
train_800r_3200c_0.05d_instance_1532,3.77,1.52,2.55,3.47
train_800r_3200c_0.05d_instance_154,3.06,1.76,2.56,2.19
train_800r_3200c_0.05d_instance_1573,9.89,5.62,8.58,7.2
train_800r_3200c_0.05d_instance_1625,5.98,3.61,4.06,4.74
train_800r_3200c_0.05d_instance_1644,6.63,3.38,6.17,5.36
train_800r_3200c_0.05d_instance_1666,1.13,0.63,1.15,1.0
train_800r_3200c_0.05d_instance_1680,5.2,2.93,4.08,5.24
train_800r_3200c_0.05d_instance_176,1.04,0.67,1.04,1.03
train_800r_3200c_0.05d_instance_1764,7.94,3.87,6.49,6.71
train_800r_3200c_0.05d_instance_1781,7.47,3.97,6.45,7.4
train_800r_3200c_0.05d_instance_1796,1.73,0.98,1.89,1.73
train_800r_3200c_0.05d_instance_1806,4.94,2.85,4.84,4.01
train_800r_3200c_0.05d_instance_1846,2.39,1.22,2.42,2.09
train_800r_3200c_0.05d_instance_1858,3.1,1.18,3.32,2.23
train_800r_3200c_0.05d_instance_1861,1.94,0.95,2.33,1.61
train_800r_3200c_0.05d_instance_1868,1.9,0.97,1.88,1.87
train_800r_3200c_0.05d_instance_1890,2.16,1.08,2.16,1.65
train_800r_3200c_0.05d_instance_205,8.61,5.22,8.28,7.44
train_800r_3200c_0.05d_instance_228,9.1,4.78,8.27,8.87
train_800r_3200c_0.05d_instance_23,2.22,1.16,1.67,1.73
train_800r_3200c_0.05d_instance_30,6.11,4.7,5.68,5.95
train_800r_3200c_0.05d_instance_303,6.3,2.88,4.57,4.72
train_800r_3200c_0.05d_instance_371,2.19,1.06,2.39,1.65
train_800r_3200c_0.05d_instance_409,5.69,3.6,5.03,5.09
train_800r_3200c_0.05d_instance_519,5.41,3.37,4.78,4.7
train_800r_3200c_0.05d_instance_54,3.37,2.05,4.0,2.93
train_800r_3200c_0.05d_instance_636,6.46,4.46,5.83,5.68
train_800r_3200c_0.05d_instance_657,2.56,1.39,2.85,2.28
train_800r_3200c_0.05d_instance_674,2.67,0.96,1.33,2.31
train_800r_3200c_0.05d_instance_68,4.21,1.65,3.7,3.21
train_800r_3200c_0.05d_instance_690,2.17,1.12,1.96,2.04
train_800r_3200c_0.05d_instance_700,2.07,1.02,1.8,2.23
train_800r_3200c_0.05d_instance_711,1.86,0.97,1.21,1.47
train_800r_3200c_0.05d_instance_75,3.89,2.05,3.34,3.39
train_800r_3200c_0.05d_instance_788,4.87,2.84,3.79,4.86
train_800r_3200c_0.05d_instance_873,8.55,5.42,7.65,8.43
train_800r_3200c_0.05d_instance_885,5.24,2.91,4.73,5.4
train_800r_3200c_0.05d_instance_888,4.37,2.2,3.84,3.21
train_800r_3200c_0.05d_instance_918,6.64,3.7,5.93,4.72
train_800r_3200c_0.05d_instance_927,5.64,1.82,4.06,3.85
train_800r_3200c_0.05d_instance_962,4.24,3.09,4.47,4.33
train_800r_3200c_0.25d_instance_1028,1.44,0.9,1.41,1.29
train_800r_3200c_0.25d_instance_1038,1.33,0.74,1.05,1.23
train_800r_3200c_0.25d_instance_1185,6.9,4.13,6.31,5.28
train_800r_3200c_0.25d_instance_1214,1.52,1.2,1.5,1.36
train_800r_3200c_0.25d_instance_1234,1.64,1.04,1.62,1.39
train_800r_3200c_0.25d_instance_1275,1.53,1.16,1.35,1.41
train_800r_3200c_0.25d_instance_1294,1.53,0.71,1.25,1.35
train_800r_3200c_0.25d_instance_1308,1.17,0.73,1.07,1.08
train_800r_3200c_0.25d_instance_1322,1.4,0.82,1.21,1.22
train_800r_3200c_0.25d_instance_1328,2.45,1.43,2.06,2.45
train_800r_3200c_0.25d_instance_1344,1.72,0.99,1.61,1.54
train_800r_3200c_0.25d_instance_1354,0.98,0.64,0.91,0.78
train_800r_3200c_0.25d_instance_1370,1.71,1.03,1.54,1.61
train_800r_3200c_0.25d_instance_1410,1.56,0.89,1.33,1.3
train_800r_3200c_0.25d_instance_1429,1.68,0.93,1.57,1.63
train_800r_3200c_0.25d_instance_1433,1.51,0.8,1.32,1.41
train_800r_3200c_0.25d_instance_1480,1.86,1.05,1.46,1.61
train_800r_3200c_0.25d_instance_1510,1.91,0.97,1.63,1.83
train_800r_3200c_0.25d_instance_1513,1.19,0.77,1.14,1.15
train_800r_3200c_0.25d_instance_1534,1.32,0.74,1.1,1.14
train_800r_3200c_0.25d_instance_1535,0.77,0.73,0.7,0.6
train_800r_3200c_0.25d_instance_1550,0.99,0.68,0.8,1.14
train_800r_3200c_0.25d_instance_1556,1.18,0.86,1.02,1.03
train_800r_3200c_0.25d_instance_157,1.31,0.89,1.2,1.22
train_800r_3200c_0.25d_instance_1578,1.03,0.7,0.88,0.87
train_800r_3200c_0.25d_instance_1581,1.1,0.78,0.88,0.99
train_800r_3200c_0.25d_instance_1582,2.3,1.17,1.85,2.21
train_800r_3200c_0.25d_instance_1611,2.23,1.39,1.87,1.99
train_800r_3200c_0.25d_instance_1678,1.19,0.69,1.05,1.01
train_800r_3200c_0.25d_instance_1679,1.84,1.25,1.61,1.58
train_800r_3200c_0.25d_instance_1707,1.84,1.0,1.69,1.86
train_800r_3200c_0.25d_instance_1708,1.1,0.84,1.15,1.03
train_800r_3200c_0.25d_instance_1780,1.62,0.97,1.36,1.59
train_800r_3200c_0.25d_instance_1789,1.21,0.89,1.2,1.18
train_800r_3200c_0.25d_instance_1790,1.8,1.02,1.78,1.68
train_800r_3200c_0.25d_instance_1799,2.2,0.99,1.82,1.76
train_800r_3200c_0.25d_instance_1804,1.57,1.1,1.59,1.56
train_800r_3200c_0.25d_instance_1832,1.6,0.8,1.6,1.48
train_800r_3200c_0.25d_instance_1908,1.13,0.69,0.99,1.06
train_800r_3200c_0.25d_instance_1935,2.51,1.81,2.25,2.37
train_800r_3200c_0.25d_instance_1942,2.26,1.32,2.03,2.13
train_800r_3200c_0.25d_instance_1963,0.63,0.52,0.59,0.69
train_800r_3200c_0.25d_instance_1985,1.1,0.71,0.93,0.95
train_800r_3200c_0.25d_instance_22,1.38,1.0,1.25,1.14
train_800r_3200c_0.25d_instance_244,0.88,0.57,0.63,0.87
train_800r_3200c_0.25d_instance_373,0.84,0.63,0.83,0.83
train_800r_3200c_0.25d_instance_379,2.23,1.4,2.09,2.0
train_800r_3200c_0.25d_instance_395,1.52,0.98,1.37,1.36
train_800r_3200c_0.25d_instance_406,1.87,1.03,1.66,1.68
train_800r_3200c_0.25d_instance_427,2.11,1.29,1.8,2.05
train_800r_3200c_0.25d_instance_443,0.98,0.63,0.79,0.81
train_800r_3200c_0.25d_instance_520,1.52,0.81,1.25,1.18
train_800r_3200c_0.25d_instance_562,3.65,2.57,3.2,3.17
train_800r_3200c_0.25d_instance_590,1.56,1.06,1.37,1.34
train_800r_3200c_0.25d_instance_609,2.18,1.64,2.05,2.13
train_800r_3200c_0.25d_instance_622,2.17,1.4,1.96,1.94
train_800r_3200c_0.25d_instance_672,2.06,1.18,1.86,1.71
train_800r_3200c_0.25d_instance_741,1.19,0.78,1.1,1.01
train_800r_3200c_0.25d_instance_782,1.33,0.83,1.1,1.24
train_800r_3200c_0.25d_instance_818,1.26,0.82,1.08,1.04
train_800r_3200c_0.25d_instance_905,1.11,0.81,1.0,1.14
train_800r_3200c_0.25d_instance_935,0.95,0.63,0.6,0.97
train_800r_3200c_0.25d_instance_969,1.06,0.74,1.02,1.04
train_800r_3200c_0.25d_instance_991,1.66,0.81,1.53,1.47
train_800r_400c_0.01d_instance_1042,0.05,0.05,0.05,0.05
train_800r_400c_0.01d_instance_1071,0.05,0.05,0.05,0.05
train_800r_400c_0.01d_instance_116,0.13,0.06,0.06,0.15
train_800r_400c_0.01d_instance_1176,0.14,0.09,0.08,0.17
train_800r_400c_0.01d_instance_1183,0.04,0.05,0.05,0.05
train_800r_400c_0.01d_instance_1186,0.05,0.04,0.05,0.05
