File Name,MipLogLevel-2,SubMipHeurLevel-0,SubMipHeurLevel-1,RootCutLevel-0
train_400r_3200c_0.25d_instance_695,0.46,0.32,0.41,0.35
train_400r_3200c_0.25d_instance_702,0.51,0.42,0.54,0.42
train_400r_3200c_0.25d_instance_703,0.4,0.21,0.3,0.37
train_400r_3200c_0.25d_instance_747,0.42,0.23,0.26,0.38
train_400r_3200c_0.25d_instance_777,0.31,0.31,0.25,0.34
train_400r_3200c_0.25d_instance_901,0.37,0.22,0.32,0.31
train_400r_400c_0.01d_instance_1000,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1103,0.03,0.03,0.03,0.03
train_400r_400c_0.01d_instance_1126,0.02,0.02,0.03,0.02
train_400r_400c_0.01d_instance_1130,0.1,0.06,0.06,0.11
train_400r_400c_0.01d_instance_1227,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1237,0.03,0.03,0.03,0.03
train_400r_400c_0.01d_instance_1373,0.03,0.03,0.03,0.02
train_400r_400c_0.01d_instance_1388,0.24,0.09,0.08,0.21
train_400r_400c_0.01d_instance_1406,0.03,0.03,0.03,0.03
train_400r_400c_0.01d_instance_1499,0.08,0.06,0.07,0.09
train_400r_400c_0.01d_instance_1537,0.13,0.03,0.04,0.14
train_400r_400c_0.01d_instance_1544,0.02,0.02,0.03,0.02
train_400r_400c_0.01d_instance_1588,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1705,0.03,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1773,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1789,0.11,0.07,0.1,0.13
train_400r_400c_0.01d_instance_1808,0.11,0.06,0.05,0.13
train_400r_400c_0.01d_instance_1812,0.07,0.06,0.06,0.05
train_400r_400c_0.01d_instance_183,0.1,0.06,0.06,0.09
train_400r_400c_0.01d_instance_1844,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1857,0.03,0.03,0.03,0.02
train_400r_400c_0.01d_instance_1903,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1904,0.02,0.03,0.03,0.02
train_400r_400c_0.01d_instance_1957,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_1964,0.15,0.08,0.18,0.14
train_400r_400c_0.01d_instance_198,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_248,0.18,0.08,0.12,0.15
train_400r_400c_0.01d_instance_249,0.06,0.06,0.05,0.03
train_400r_400c_0.01d_instance_256,0.06,0.05,0.06,0.04
train_400r_400c_0.01d_instance_282,0.02,0.02,0.03,0.02
train_400r_400c_0.01d_instance_345,0.24,0.09,0.14,0.2
train_400r_400c_0.01d_instance_407,0.14,0.07,0.14,0.16
train_400r_400c_0.01d_instance_451,0.02,0.02,0.03,0.02
train_400r_400c_0.01d_instance_457,0.03,0.03,0.03,0.03
train_400r_400c_0.01d_instance_485,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_498,0.12,0.06,0.06,0.12
train_400r_400c_0.01d_instance_506,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_519,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_523,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_525,0.12,0.07,0.07,0.11
train_400r_400c_0.01d_instance_559,0.02,0.03,0.02,0.03
train_400r_400c_0.01d_instance_666,0.21,0.08,0.12,0.21
train_400r_400c_0.01d_instance_701,0.13,0.06,0.06,0.1
train_400r_400c_0.01d_instance_713,0.15,0.09,0.12,0.13
train_400r_400c_0.01d_instance_753,0.13,0.08,0.11,0.11
train_400r_400c_0.01d_instance_755,0.16,0.09,0.12,0.21
train_400r_400c_0.01d_instance_780,0.13,0.07,0.11,0.13
train_400r_400c_0.01d_instance_814,0.04,0.03,0.03,0.03
train_400r_400c_0.01d_instance_853,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_882,0.02,0.03,0.02,0.02
train_400r_400c_0.01d_instance_891,0.02,0.02,0.02,0.02
train_400r_400c_0.01d_instance_953,0.11,0.06,0.06,0.12
train_400r_400c_0.05d_instance_1008,0.61,0.29,0.57,0.48
train_400r_400c_0.05d_instance_1052,0.92,0.23,0.57,0.59
train_400r_400c_0.05d_instance_1073,0.6,0.25,0.58,0.44
train_400r_400c_0.05d_instance_1109,0.69,0.28,0.55,0.53
train_400r_400c_0.05d_instance_1142,1.14,0.33,0.55,0.87
train_400r_400c_0.05d_instance_1221,0.74,0.28,0.54,0.68
train_400r_400c_0.05d_instance_1228,0.78,0.33,0.55,0.56
train_400r_400c_0.05d_instance_1300,0.81,0.28,0.65,0.62
train_400r_400c_0.05d_instance_1339,0.64,0.24,0.5,0.48
train_400r_400c_0.05d_instance_1348,0.82,0.36,0.59,0.8
train_400r_400c_0.05d_instance_1362,0.65,0.38,0.65,0.55
train_400r_400c_0.05d_instance_1363,0.81,0.29,0.46,0.44
train_400r_400c_0.05d_instance_1435,0.31,0.14,0.16,0.33
train_400r_400c_0.05d_instance_1444,0.94,0.35,0.95,0.7
train_400r_400c_0.05d_instance_1449,0.63,0.28,0.6,0.45
train_400r_400c_0.05d_instance_1480,0.52,0.24,0.39,0.42
train_400r_400c_0.05d_instance_1528,0.41,0.22,0.61,0.45
train_400r_400c_0.05d_instance_1530,0.31,0.18,0.18,0.31
train_400r_400c_0.05d_instance_1597,0.89,0.26,0.54,0.68
train_400r_400c_0.05d_instance_1603,0.39,0.23,0.43,0.4
train_400r_400c_0.05d_instance_1617,0.59,0.29,0.65,0.49
train_400r_400c_0.05d_instance_1619,0.69,0.31,0.54,0.59
train_400r_400c_0.05d_instance_1647,0.32,0.39,0.37,0.32
train_400r_400c_0.05d_instance_1718,0.74,0.29,0.69,0.54
train_400r_400c_0.05d_instance_1757,0.48,0.17,0.61,0.31
train_400r_400c_0.05d_instance_1816,0.67,0.35,0.8,0.55
train_400r_400c_0.05d_instance_1889,0.31,0.22,0.24,0.34
train_400r_400c_0.05d_instance_1991,0.82,0.23,0.64,0.46
train_400r_400c_0.05d_instance_1996,0.94,0.4,0.83,0.88
train_400r_400c_0.05d_instance_223,1.03,0.41,0.9,0.92
train_400r_400c_0.05d_instance_265,0.73,0.26,0.72,0.49
train_400r_400c_0.05d_instance_292,0.78,0.27,0.55,0.54
train_400r_400c_0.05d_instance_294,0.76,0.33,0.61,0.59
train_400r_400c_0.05d_instance_296,0.98,0.33,0.85,0.82
train_400r_400c_0.05d_instance_363,0.75,0.23,0.45,0.56
train_400r_400c_0.05d_instance_385,0.64,0.2,0.53,0.53
train_400r_400c_0.05d_instance_393,0.2,0.14,0.18,0.16
train_400r_400c_0.05d_instance_508,1.18,0.38,0.74,1.17
train_400r_400c_0.05d_instance_527,0.96,0.42,0.88,0.73
train_400r_400c_0.05d_instance_528,0.91,0.3,0.73,0.76
train_400r_400c_0.05d_instance_579,0.4,0.27,0.38,0.38
train_400r_400c_0.05d_instance_621,1.19,0.55,0.78,1.08
train_400r_400c_0.05d_instance_723,0.32,0.21,0.15,0.29
train_400r_400c_0.05d_instance_790,1.16,0.33,0.83,0.95
train_400r_400c_0.05d_instance_799,0.88,0.27,0.93,0.67
train_400r_400c_0.05d_instance_831,1.04,0.33,0.63,0.83
train_400r_400c_0.05d_instance_842,0.84,0.34,0.68,0.69
train_400r_400c_0.05d_instance_859,1.2,0.32,0.87,0.81
train_400r_400c_0.05d_instance_889,1.08,0.34,0.74,0.87
train_400r_400c_0.05d_instance_91,0.79,0.41,0.67,0.55
train_400r_400c_0.05d_instance_917,0.77,0.27,0.61,0.52
train_400r_400c_0.05d_instance_982,0.93,0.39,0.73,0.75
train_400r_400c_0.05d_instance_986,0.89,0.22,0.56,0.66
train_400r_400c_0.05d_instance_988,0.89,0.24,0.47,0.74
train_400r_400c_0.25d_instance_1002,0.44,0.21,0.35,0.41
train_400r_400c_0.25d_instance_1007,0.64,0.23,0.52,0.48
train_400r_400c_0.25d_instance_104,0.48,0.22,0.41,0.4
train_400r_400c_0.25d_instance_109,0.48,0.25,0.46,0.37
train_400r_400c_0.25d_instance_1101,0.37,0.29,0.42,0.34
train_400r_400c_0.25d_instance_1102,0.62,0.23,0.39,0.39
train_400r_400c_0.25d_instance_1132,0.45,0.26,0.48,0.37
train_400r_400c_0.25d_instance_1142,0.46,0.27,0.41,0.39
train_400r_400c_0.25d_instance_1147,0.39,0.19,0.29,0.36
train_400r_400c_0.25d_instance_1184,0.69,0.27,0.53,0.72
train_400r_400c_0.25d_instance_1193,0.37,0.22,0.32,0.37
train_400r_400c_0.25d_instance_121,0.53,0.25,0.42,0.49
train_400r_400c_0.25d_instance_1216,0.55,0.22,0.54,0.38
train_400r_400c_0.25d_instance_1233,0.45,0.23,0.34,0.3
train_400r_400c_0.25d_instance_1282,0.54,0.24,0.34,0.41
train_400r_400c_0.25d_instance_137,0.42,0.22,0.37,0.38
train_400r_400c_0.25d_instance_1374,0.54,0.22,0.36,0.4
train_400r_400c_0.25d_instance_1383,0.32,0.18,0.24,0.23
train_400r_400c_0.25d_instance_1387,0.2,0.16,0.21,0.21
train_400r_400c_0.25d_instance_1430,0.43,0.25,0.47,0.35
train_400r_400c_0.25d_instance_1508,0.37,0.18,0.32,0.38
train_400r_400c_0.25d_instance_16,0.24,0.12,0.19,0.22
train_400r_400c_0.25d_instance_168,0.45,0.36,0.43,0.3
train_400r_400c_0.25d_instance_1682,0.34,0.28,0.17,0.24
train_400r_400c_0.25d_instance_1729,0.38,0.25,0.33,0.33
train_400r_400c_0.25d_instance_1872,0.1,0.11,0.1,0.1
train_400r_400c_0.25d_instance_1878,0.39,0.22,0.24,0.39
train_400r_400c_0.25d_instance_1915,0.4,0.24,0.46,0.37
train_400r_400c_0.25d_instance_1937,0.48,0.23,0.45,0.42
train_400r_400c_0.25d_instance_196,0.35,0.16,0.17,0.26
train_400r_400c_0.25d_instance_1989,0.5,0.24,0.38,0.35
train_400r_400c_0.25d_instance_227,0.4,0.19,0.29,0.26
train_400r_400c_0.25d_instance_245,0.08,0.09,0.08,0.08
train_400r_400c_0.25d_instance_25,0.54,0.21,0.44,0.42
train_400r_400c_0.25d_instance_297,0.51,0.23,0.43,0.5
train_400r_400c_0.25d_instance_319,0.38,0.21,0.36,0.28
train_400r_400c_0.25d_instance_373,0.54,0.29,0.43,0.39
train_400r_400c_0.25d_instance_4,0.33,0.18,0.26,0.3
train_400r_400c_0.25d_instance_477,0.41,0.23,0.35,0.36
train_400r_400c_0.25d_instance_488,0.51,0.24,0.5,0.51
train_400r_400c_0.25d_instance_492,0.55,0.27,0.55,0.53
train_400r_400c_0.25d_instance_591,0.36,0.18,0.26,0.34
train_400r_400c_0.25d_instance_601,0.29,0.17,0.19,0.29
train_400r_400c_0.25d_instance_621,0.52,0.28,0.44,0.45
train_400r_400c_0.25d_instance_627,0.37,0.26,0.21,0.4
train_400r_400c_0.25d_instance_630,0.31,0.17,0.18,0.31
train_400r_400c_0.25d_instance_656,0.41,0.23,0.36,0.34
train_400r_400c_0.25d_instance_680,0.52,0.26,0.59,0.49
train_400r_400c_0.25d_instance_702,0.63,0.24,0.51,0.38
train_400r_400c_0.25d_instance_742,0.56,0.25,0.4,0.39
train_400r_400c_0.25d_instance_757,0.29,0.23,0.28,0.3
train_400r_400c_0.25d_instance_766,0.45,0.22,0.5,0.3
train_400r_400c_0.25d_instance_784,0.54,0.22,0.38,0.46
train_400r_400c_0.25d_instance_785,0.27,0.18,0.2,0.25
train_400r_400c_0.25d_instance_796,0.64,0.24,0.53,0.49
train_400r_400c_0.25d_instance_809,0.27,0.18,0.25,0.24
train_400r_400c_0.25d_instance_862,0.45,0.38,0.29,0.37
train_400r_400c_0.25d_instance_965,0.31,0.19,0.2,0.29
train_400r_400c_0.25d_instance_986,0.49,0.24,0.39,0.37
train_400r_400c_0.25d_instance_996,0.52,0.23,0.46,0.56
train_400r_6400c_0.01d_instance_11,0.04,0.04,0.04,0.04
train_400r_6400c_0.01d_instance_1114,0.22,0.1,0.11,0.24
train_400r_6400c_0.01d_instance_1130,0.03,0.02,0.03,0.03
train_400r_6400c_0.01d_instance_1210,0.16,0.14,0.17,0.19
train_400r_6400c_0.01d_instance_1219,0.2,0.11,0.12,0.23
train_400r_6400c_0.01d_instance_1265,0.03,0.03,0.03,0.03
train_400r_6400c_0.01d_instance_1273,0.11,0.07,0.07,0.1
train_400r_6400c_0.01d_instance_1276,0.16,0.09,0.16,0.16
train_400r_6400c_0.01d_instance_130,0.2,0.09,0.08,0.23
train_400r_6400c_0.01d_instance_1301,0.27,0.11,0.15,0.24
train_400r_6400c_0.01d_instance_1320,0.18,0.08,0.14,0.17
train_400r_6400c_0.01d_instance_1331,0.16,0.07,0.14,0.14
train_400r_6400c_0.01d_instance_1406,0.11,0.09,0.09,0.12
train_400r_6400c_0.01d_instance_1440,0.23,0.09,0.1,0.22
train_400r_6400c_0.01d_instance_1456,0.21,0.08,0.08,0.24
train_400r_6400c_0.01d_instance_1458,0.21,0.09,0.21,0.25
train_400r_6400c_0.01d_instance_1493,0.24,0.09,0.09,0.22
train_400r_6400c_0.01d_instance_15,0.13,0.07,0.07,0.14
train_400r_6400c_0.01d_instance_1502,0.26,0.12,0.14,0.24
train_400r_6400c_0.01d_instance_1543,0.27,0.13,0.14,0.32
train_400r_6400c_0.01d_instance_157,0.03,0.03,0.03,0.03
train_400r_6400c_0.01d_instance_1630,0.24,0.09,0.11,0.22
train_400r_6400c_0.01d_instance_1652,0.05,0.07,0.07,0.06
train_400r_6400c_0.01d_instance_1657,0.12,0.07,0.09,0.12
train_400r_6400c_0.01d_instance_169,0.12,0.08,0.08,0.15
train_400r_6400c_0.01d_instance_1745,0.04,0.04,0.04,0.04
train_400r_6400c_0.01d_instance_1807,0.24,0.08,0.09,0.25
train_400r_6400c_0.01d_instance_1906,0.03,0.04,0.04,0.04
train_400r_6400c_0.01d_instance_1961,0.04,0.04,0.04,0.04
train_400r_6400c_0.01d_instance_1969,0.23,0.1,0.19,0.24
train_400r_6400c_0.01d_instance_1993,0.22,0.13,0.17,0.22
train_400r_6400c_0.01d_instance_214,0.21,0.08,0.15,0.22
train_400r_6400c_0.01d_instance_220,0.03,0.03,0.03,0.04
train_400r_6400c_0.01d_instance_226,0.2,0.07,0.09,0.23
train_400r_6400c_0.01d_instance_23,0.04,0.03,0.04,0.04
train_400r_6400c_0.01d_instance_242,0.1,0.09,0.08,0.1
train_400r_6400c_0.01d_instance_263,0.31,0.1,0.15,0.31
train_400r_6400c_0.01d_instance_284,0.24,0.11,0.14,0.23
train_400r_6400c_0.01d_instance_296,0.23,0.1,0.1,0.2
train_400r_6400c_0.01d_instance_325,0.27,0.12,0.16,0.35
train_400r_6400c_0.01d_instance_351,0.16,0.09,0.11,0.17
train_400r_6400c_0.01d_instance_562,0.15,0.1,0.11,0.12
train_400r_6400c_0.01d_instance_626,0.3,0.11,0.16,0.28
train_400r_6400c_0.01d_instance_66,0.23,0.12,0.18,0.23
train_400r_6400c_0.01d_instance_7,0.13,0.06,0.06,0.12
train_400r_6400c_0.01d_instance_758,0.11,0.08,0.07,0.1
train_400r_6400c_0.01d_instance_881,0.16,0.1,0.16,0.21
train_400r_6400c_0.01d_instance_954,0.23,0.1,0.14,0.2
train_400r_6400c_0.01d_instance_956,0.1,0.07,0.06,0.1
train_400r_6400c_0.01d_instance_960,0.05,0.04,0.04,0.04
train_400r_6400c_0.01d_instance_961,0.15,0.08,0.14,0.18
train_400r_6400c_0.01d_instance_979,0.19,0.09,0.09,0.16
train_400r_6400c_0.05d_instance_1009,0.45,0.32,0.45,0.41
train_400r_6400c_0.05d_instance_1045,0.98,0.32,0.74,0.6
train_400r_6400c_0.05d_instance_1087,0.59,0.27,0.58,0.47
train_400r_6400c_0.05d_instance_1093,0.55,0.19,0.34,0.44
train_400r_6400c_0.05d_instance_1180,0.89,0.37,0.91,0.65
train_400r_6400c_0.05d_instance_1215,1.13,0.5,1.42,1.24
train_400r_6400c_0.05d_instance_1253,0.42,0.28,0.58,0.47
train_400r_6400c_0.05d_instance_1261,1.04,0.32,0.76,0.7
train_400r_6400c_0.05d_instance_1306,1.07,0.33,1.16,0.86
train_400r_6400c_0.05d_instance_1316,1.0,0.32,0.53,0.85
train_400r_6400c_0.05d_instance_1355,0.67,0.21,0.38,0.47
train_400r_6400c_0.05d_instance_1381,0.93,0.33,0.94,0.61
train_400r_6400c_0.05d_instance_1410,1.04,0.31,0.59,0.83
train_400r_6400c_0.05d_instance_1453,0.88,0.3,0.81,0.67
train_400r_6400c_0.05d_instance_1474,0.5,0.22,0.44,0.33
train_400r_6400c_0.05d_instance_1480,1.15,0.46,0.91,0.95
train_400r_6400c_0.05d_instance_1497,0.82,0.31,0.65,0.64
train_400r_6400c_0.05d_instance_153,0.55,0.25,0.62,0.42
train_400r_6400c_0.05d_instance_1531,1.07,0.54,0.95,0.93
train_400r_6400c_0.05d_instance_1547,1.07,0.38,0.77,1.08
train_400r_6400c_0.05d_instance_1558,0.62,0.3,0.6,0.42
train_400r_6400c_0.05d_instance_1608,1.39,0.62,1.23,1.14
train_400r_6400c_0.05d_instance_1793,0.83,0.29,0.64,0.62
train_400r_6400c_0.05d_instance_1819,0.88,0.38,0.98,0.75
train_400r_6400c_0.05d_instance_1839,1.06,0.55,1.13,0.84
train_400r_6400c_0.05d_instance_1845,0.9,0.36,0.9,0.8
train_400r_6400c_0.05d_instance_186,1.16,0.36,0.98,0.91
train_400r_6400c_0.05d_instance_1938,0.81,0.33,0.59,0.67
train_400r_6400c_0.05d_instance_1997,1.1,0.53,0.92,0.95
train_400r_6400c_0.05d_instance_246,0.38,0.27,0.35,0.38
train_400r_6400c_0.05d_instance_329,0.7,0.28,0.66,0.45
train_400r_6400c_0.05d_instance_362,1.06,0.41,0.83,0.87
train_400r_6400c_0.05d_instance_382,0.89,0.33,0.77,0.62
train_400r_6400c_0.05d_instance_50,0.36,0.24,0.34,0.36
train_400r_6400c_0.05d_instance_517,0.85,0.34,0.63,0.77
train_400r_6400c_0.05d_instance_560,0.72,0.36,0.59,0.63
train_400r_6400c_0.05d_instance_582,0.77,0.31,0.68,0.57
train_400r_6400c_0.05d_instance_706,0.46,0.15,0.23,0.38
train_400r_6400c_0.05d_instance_746,1.42,0.88,1.19,1.45
train_400r_6400c_0.05d_instance_760,1.01,0.36,0.61,0.66
train_400r_6400c_0.05d_instance_921,1.03,0.34,1.0,0.66
train_400r_6400c_0.05d_instance_929,0.54,0.29,0.59,0.51
train_400r_6400c_0.05d_instance_930,0.89,0.28,0.81,0.72
train_400r_6400c_0.05d_instance_935,0.79,0.23,0.53,0.59
train_400r_6400c_0.05d_instance_942,0.35,0.24,0.18,0.31
train_400r_6400c_0.25d_instance_1004,0.53,0.36,0.52,0.42
train_400r_6400c_0.25d_instance_1031,0.64,0.33,0.6,0.45
train_400r_6400c_0.25d_instance_1075,0.72,0.37,0.52,0.5
train_400r_6400c_0.25d_instance_1097,0.63,0.34,0.48,0.49
train_400r_6400c_0.25d_instance_1199,0.46,0.29,0.44,0.33
train_400r_6400c_0.25d_instance_1282,0.56,0.42,0.53,0.39
train_400r_6400c_0.25d_instance_1315,0.59,0.32,0.45,0.42
train_400r_6400c_0.25d_instance_1358,0.51,0.4,0.51,0.41
train_400r_6400c_0.25d_instance_1399,0.62,0.37,0.52,0.61
train_400r_6400c_0.25d_instance_141,0.16,0.16,0.16,0.15
train_400r_6400c_0.25d_instance_1430,0.42,0.32,0.35,0.39
train_400r_6400c_0.25d_instance_1442,0.6,0.41,0.5,0.48
train_400r_6400c_0.25d_instance_1462,0.37,0.22,0.32,0.31
train_400r_6400c_0.25d_instance_1464,0.45,0.33,0.48,0.5
train_400r_6400c_0.25d_instance_1481,0.65,0.46,0.58,0.39
train_400r_6400c_0.25d_instance_1591,0.6,0.43,0.65,0.46
train_400r_6400c_0.25d_instance_1594,0.72,0.45,0.67,0.67
train_400r_6400c_0.25d_instance_1599,0.54,0.33,0.6,0.5
train_400r_6400c_0.25d_instance_1659,0.35,0.25,0.24,0.35
train_400r_6400c_0.25d_instance_1702,0.75,0.37,0.57,0.64
train_400r_6400c_0.25d_instance_1740,0.16,0.16,0.16,0.17
train_400r_6400c_0.25d_instance_176,0.46,0.36,0.42,0.39
train_400r_6400c_0.25d_instance_208,0.36,0.38,0.25,0.33
train_400r_6400c_0.25d_instance_289,0.59,0.33,0.46,0.43
train_400r_6400c_0.25d_instance_3,0.7,0.39,0.61,0.66
train_400r_6400c_0.25d_instance_361,0.88,0.38,0.71,0.83
train_400r_6400c_0.25d_instance_393,0.64,0.47,0.6,0.43
train_400r_6400c_0.25d_instance_425,0.5,0.32,0.43,0.41
train_400r_6400c_0.25d_instance_444,0.33,0.24,0.21,0.33
train_400r_6400c_0.25d_instance_447,0.61,0.37,0.59,0.48
train_400r_6400c_0.25d_instance_487,0.57,0.35,0.58,0.48
train_400r_6400c_0.25d_instance_598,0.72,0.4,0.56,0.68
train_400r_6400c_0.25d_instance_649,0.68,0.35,0.56,0.56
train_400r_6400c_0.25d_instance_702,0.75,0.4,0.75,0.47
train_400r_6400c_0.25d_instance_734,0.56,0.4,0.57,0.52
train_400r_6400c_0.25d_instance_763,0.95,0.47,0.98,0.98
train_400r_6400c_0.25d_instance_765,0.66,0.31,0.53,0.5
train_400r_6400c_0.25d_instance_800,0.38,0.26,0.28,0.37
train_400r_6400c_0.25d_instance_828,0.72,0.47,0.6,0.49
train_400r_6400c_0.25d_instance_835,0.66,0.38,0.55,0.66
train_400r_6400c_0.25d_instance_867,0.67,0.42,0.77,0.49
train_400r_6400c_0.25d_instance_876,0.58,0.35,0.57,0.5
train_400r_6400c_0.25d_instance_920,0.57,0.36,0.48,0.5
train_400r_6400c_0.25d_instance_934,0.66,0.58,0.69,0.45
train_400r_6400c_0.25d_instance_983,0.32,0.21,0.23,0.33
train_400r_800c_0.01d_instance_1031,0.13,0.1,0.11,0.14
train_400r_800c_0.01d_instance_1034,0.18,0.09,0.18,0.17
train_400r_800c_0.01d_instance_1045,0.19,0.12,0.18,0.17
train_400r_800c_0.01d_instance_1070,0.22,0.1,0.35,0.18
train_400r_800c_0.01d_instance_1076,0.04,0.04,0.04,0.04
train_400r_800c_0.01d_instance_1192,0.22,0.12,0.11,0.22
train_400r_800c_0.01d_instance_1226,0.03,0.03,0.04,0.03
train_400r_800c_0.01d_instance_1295,0.29,0.26,0.17,0.32
train_400r_800c_0.01d_instance_1337,0.23,0.15,0.17,0.23
train_400r_800c_0.01d_instance_1407,0.12,0.04,0.04,0.12
train_400r_800c_0.01d_instance_1425,0.24,0.09,0.16,0.26
train_400r_800c_0.01d_instance_148,0.03,0.03,0.03,0.03
train_400r_800c_0.01d_instance_1518,0.03,0.04,0.03,0.04
train_400r_800c_0.01d_instance_1610,0.25,0.08,0.18,0.24
train_400r_800c_0.01d_instance_162,0.15,0.09,0.15,0.17
train_400r_800c_0.01d_instance_1647,0.12,0.07,0.07,0.14
train_400r_800c_0.01d_instance_1664,0.18,0.08,0.08,0.18
train_400r_800c_0.01d_instance_1671,0.47,0.23,0.22,0.27
train_400r_800c_0.01d_instance_179,0.22,0.09,0.13,0.2
train_400r_800c_0.01d_instance_1795,0.03,0.03,0.03,0.03
train_400r_800c_0.01d_instance_1845,0.19,0.08,0.09,0.19
train_400r_800c_0.01d_instance_1911,0.16,0.08,0.08,0.17
train_400r_800c_0.01d_instance_1927,0.27,0.13,0.21,0.25
train_400r_800c_0.01d_instance_199,0.23,0.15,0.11,0.22
train_400r_800c_0.01d_instance_1990,0.32,0.1,0.14,0.29
train_400r_800c_0.01d_instance_253,0.21,0.09,0.14,0.21
train_400r_800c_0.01d_instance_288,0.21,0.09,0.17,0.24
train_400r_800c_0.01d_instance_301,0.04,0.04,0.04,0.04
train_400r_800c_0.01d_instance_335,0.24,0.11,0.21,0.22
train_400r_800c_0.01d_instance_349,0.04,0.04,0.04,0.03
train_400r_800c_0.01d_instance_373,0.12,0.08,0.08,0.12
train_400r_800c_0.01d_instance_395,0.04,0.04,0.04,0.04
train_400r_800c_0.01d_instance_417,0.03,0.04,0.04,0.03
train_400r_800c_0.01d_instance_441,0.17,0.09,0.12,0.16
train_400r_800c_0.01d_instance_504,0.27,0.11,0.15,0.26
train_400r_800c_0.01d_instance_515,0.14,0.07,0.08,0.14
train_400r_800c_0.01d_instance_537,0.03,0.03,0.03,0.03
train_400r_800c_0.01d_instance_539,0.28,0.12,0.19,0.19
train_400r_800c_0.01d_instance_577,0.29,0.13,0.26,0.38
train_400r_800c_0.01d_instance_586,0.04,0.04,0.04,0.03
train_400r_800c_0.01d_instance_593,0.18,0.09,0.15,0.19
train_400r_800c_0.01d_instance_601,0.04,0.04,0.03,0.04
train_400r_800c_0.01d_instance_633,0.21,0.07,0.07,0.23
train_400r_800c_0.01d_instance_675,0.03,0.03,0.03,0.03
train_400r_800c_0.01d_instance_712,0.2,0.1,0.16,0.21
train_400r_800c_0.01d_instance_73,0.12,0.07,0.07,0.16
train_400r_800c_0.01d_instance_734,0.03,0.04,0.03,0.03
train_400r_800c_0.01d_instance_988,0.19,0.1,0.19,0.2
train_400r_800c_0.05d_instance_1122,0.81,0.33,0.85,0.67
train_400r_800c_0.05d_instance_1140,0.98,0.43,0.78,0.84
train_400r_800c_0.05d_instance_1269,1.05,0.49,0.96,0.75
train_400r_800c_0.05d_instance_128,0.36,0.3,0.44,0.36
train_400r_800c_0.05d_instance_1285,1.0,0.43,0.74,0.75
train_400r_800c_0.05d_instance_1367,0.48,0.23,0.52,0.42
train_400r_800c_0.05d_instance_1380,0.44,0.27,0.43,0.5
train_400r_800c_0.05d_instance_1403,0.6,0.31,0.56,0.41
train_400r_800c_0.05d_instance_1429,0.62,0.29,0.65,0.47
train_400r_800c_0.05d_instance_1433,0.83,0.25,0.7,0.58
train_400r_800c_0.05d_instance_1440,1.66,0.47,0.92,1.52
train_400r_800c_0.05d_instance_1491,0.63,0.22,0.49,0.46
train_400r_800c_0.05d_instance_1541,0.92,0.3,0.79,0.61
train_400r_800c_0.05d_instance_1579,0.33,0.21,0.33,0.37
train_400r_800c_0.05d_instance_1631,0.82,0.39,0.73,0.68
train_400r_800c_0.05d_instance_1682,1.02,0.3,0.61,0.88
train_400r_800c_0.05d_instance_1683,0.63,0.2,0.44,0.38
train_400r_800c_0.05d_instance_1704,0.86,0.39,0.86,0.69
train_400r_800c_0.05d_instance_1717,1.02,0.32,0.96,0.85
train_400r_800c_0.05d_instance_1733,0.98,0.41,0.77,0.7
train_400r_800c_0.05d_instance_1779,0.88,0.36,0.82,0.8
train_400r_800c_0.05d_instance_1798,0.65,0.22,0.57,0.51
train_400r_800c_0.05d_instance_1806,0.76,0.22,0.69,0.61
train_400r_800c_0.05d_instance_1808,0.71,0.3,0.59,0.6
train_400r_800c_0.05d_instance_1850,0.52,0.33,0.46,0.47
train_400r_800c_0.05d_instance_1851,0.64,0.21,0.54,0.38
train_400r_800c_0.05d_instance_1886,0.52,0.24,0.64,0.43
train_400r_800c_0.05d_instance_1891,0.6,0.33,0.62,0.5
train_400r_800c_0.05d_instance_1936,1.23,0.42,0.79,0.96
train_400r_800c_0.05d_instance_1941,0.6,0.25,0.4,0.5
train_400r_800c_0.05d_instance_1944,0.85,0.27,0.59,0.62
train_400r_800c_0.05d_instance_1946,0.61,0.25,0.39,0.36
train_400r_800c_0.05d_instance_208,0.73,0.37,0.63,0.58
train_400r_800c_0.05d_instance_290,0.87,0.19,0.46,0.68
train_400r_800c_0.05d_instance_313,0.36,0.24,0.39,0.42
train_400r_800c_0.05d_instance_385,0.94,0.26,0.75,0.73
train_400r_800c_0.05d_instance_397,0.78,0.33,0.69,0.55
train_400r_800c_0.05d_instance_4,0.96,0.29,0.72,0.69
