File Name,default,TreeCutLevel-1,RootCutLevel-1,TreeCutLevel-0
valid_3145.proto,13.99,10.89,10.87,14.33
valid_3196.proto,4.43,4.05,3.07,4.44
valid_3243.proto,12.37,6.82,6.01,10.31
valid_3348.proto,20.69,14.87,19.03,13.62
valid_3369.proto,8.54,7.79,7.43,6.8
valid_3405.proto,1.62,1.91,1.58,1.73
valid_3416.proto,12.59,10.57,14.83,9.46
valid_3474.proto,20.27,16.07,11.33,16.29
valid_3492.proto,22.48,4.99,7.62,5.23
valid_3536.proto,19.49,22.45,20.99,26.46
valid_367.proto,47.76,10.74,20.67,46.51
valid_368.proto,3.01,2.53,2.55,3.26
valid_3740.proto,5.13,5.83,4.36,5.1
valid_3790.proto,4.44,6.58,3.79,7.3
valid_3815.proto,6.23,5.57,2.88,6.07
valid_383.proto,4.02,3.84,2.92,4.21
valid_3838.proto,1.34,1.32,1.3,1.35
valid_384.proto,10.72,12.14,10.69,11.96
valid_3849.proto,4.31,4.85,3.51,4.43
valid_3890.proto,2.9,2.87,3.49,3.03
valid_39.proto,7.33,9.1,9.52,7.15
valid_3933.proto,2.45,3.06,2.91,2.3
valid_3951.proto,8.87,5.32,7.06,7.23
valid_403.proto,4.03,13.15,3.87,3.77
valid_4059.proto,3.46,6.9,6.77,3.24
valid_413.proto,0.25,0.22,0.21,0.25
valid_418.proto,2.06,1.81,1.76,1.92
valid_4200.proto,3.49,3.09,3.11,3.54
valid_4213.proto,3.0,2.32,4.88,2.86
valid_4224.proto,3.87,2.68,2.83,3.7
valid_4284.proto,7.2,5.88,7.34,5.37
valid_4321.proto,16.27,11.23,16.74,14.24
valid_4373.proto,2.97,3.19,2.15,3.14
valid_4375.proto,1.48,1.38,1.29,1.51
valid_4431.proto,1.88,1.62,1.7,1.86
valid_4443.proto,0.26,0.29,0.29,0.28
valid_4538.proto,10.94,14.36,14.07,16.64
valid_4555.proto,1.76,1.53,1.69,1.72
valid_4577.proto,7.95,5.0,5.74,10.66
valid_4681.proto,3.39,3.26,2.47,3.36
valid_4698.proto,180.06,180.03,35.92,92.5
valid_4758.proto,11.1,8.05,6.95,180.03
valid_4760.proto,1.78,1.61,1.65,1.82
valid_4853.proto,1.58,2.88,1.96,1.8
valid_4871.proto,2.76,2.53,2.3,2.82
valid_4880.proto,1.01,0.93,0.83,0.94
valid_494.proto,2.67,3.11,4.75,2.83
valid_4957.proto,16.86,15.3,10.56,18.41
valid_4982.proto,24.6,180.04,180.01,27.52
valid_4997.proto,5.07,5.12,4.27,4.84
valid_5081.proto,2.04,2.33,2.12,2.0
valid_5083.proto,3.75,3.12,3.78,3.26
valid_5106.proto,75.87,30.24,37.69,27.83
valid_5118.proto,1.47,1.44,1.55,1.46
valid_5129.proto,2.74,3.56,3.22,2.79
valid_531.proto,1.83,2.23,1.5,1.87
valid_5310.proto,2.52,2.61,2.53,2.47
valid_5321.proto,39.34,7.65,19.08,14.97
valid_5332.proto,3.18,2.31,3.27,2.77
valid_551.proto,5.95,4.77,6.26,5.27
valid_5571.proto,9.38,6.76,7.52,7.76
valid_5581.proto,0.32,0.29,0.29,0.31
valid_5583.proto,8.0,9.43,5.45,5.9
valid_5651.proto,10.91,14.29,6.52,11.87
valid_5709.proto,6.35,5.32,6.01,6.94
valid_5712.proto,8.6,4.5,6.31,7.59
valid_574.proto,2.06,7.63,2.08,2.07
valid_5740.proto,10.35,10.63,9.13,10.56
valid_5767.proto,1.85,1.68,1.79,2.01
valid_577.proto,11.01,7.66,18.4,12.99
valid_5790.proto,2.44,2.98,2.28,2.44
valid_5810.proto,1.7,2.89,1.72,1.78
valid_5815.proto,2.94,3.93,3.44,2.95
valid_5833.proto,5.23,5.28,4.42,7.29
valid_5839.proto,7.36,13.42,8.91,9.18
valid_585.proto,9.06,6.55,5.0,6.98
valid_5887.proto,2.42,1.36,2.71,2.42
valid_5917.proto,1.6,1.49,2.6,1.57
valid_5973.proto,2.83,5.15,2.37,2.72
valid_5992.proto,41.54,43.31,28.06,29.51
valid_6001.proto,4.71,10.82,4.26,4.49
valid_603.proto,4.44,8.25,6.04,5.49
valid_6047.proto,11.1,15.99,21.8,9.05
valid_6051.proto,2.35,2.66,1.91,2.31
valid_6156.proto,43.91,100.96,10.52,180.02
valid_6167.proto,2.5,2.83,2.21,2.23
valid_6187.proto,1.14,1.24,1.25,1.23
valid_6199.proto,15.62,6.83,5.91,11.37
valid_6232.proto,2.51,5.84,2.2,2.34
valid_6254.proto,4.93,3.57,4.79,4.96
valid_6259.proto,7.28,6.53,6.71,6.62
valid_6362.proto,9.81,6.9,7.76,7.92
valid_6374.proto,2.49,5.42,2.85,2.75
valid_6391.proto,6.69,8.34,7.11,6.95
valid_6392.proto,2.12,2.11,1.55,2.16
valid_6450.proto,11.11,6.16,5.61,14.24
valid_6494.proto,0.29,0.28,0.31,0.31
valid_65.proto,12.62,11.64,13.4,10.52
valid_6542.proto,1.93,1.89,3.29,1.87
valid_6552.proto,4.27,3.9,3.57,3.5
valid_6615.proto,2.94,5.61,3.01,3.03
valid_6661.proto,6.71,5.73,4.94,6.9
valid_6666.proto,4.87,4.1,2.15,4.72
valid_671.proto,8.88,10.66,6.81,12.49
valid_6734.proto,6.44,5.0,5.32,4.85
valid_6761.proto,3.66,9.15,8.12,5.84
valid_6766.proto,2.41,2.57,2.05,2.47
valid_6803.proto,3.51,3.25,3.2,3.36
valid_687.proto,11.95,14.99,180.02,11.71
valid_6946.proto,2.8,2.42,4.19,2.78
valid_6994.proto,2.06,1.66,3.05,2.03
valid_7030.proto,1.88,2.13,1.72,1.84
valid_7088.proto,3.42,3.35,2.59,3.45
valid_710.proto,2.49,3.83,2.87,2.41
valid_7126.proto,15.36,14.35,180.01,12.07
valid_7132.proto,2.9,2.47,3.12,2.87
valid_7151.proto,2.88,2.38,2.46,2.88
valid_7156.proto,4.42,4.23,4.46,3.58
valid_7166.proto,3.62,3.39,3.53,4.26
valid_7186.proto,3.2,3.38,2.49,3.12
valid_7212.proto,42.2,180.08,26.99,26.35
valid_7216.proto,14.32,20.74,18.5,16.82
valid_7251.proto,2.91,3.1,2.44,2.95
valid_7269.proto,10.87,7.48,5.08,7.9
valid_7330.proto,9.01,4.71,25.62,8.9
valid_7370.proto,1.43,2.75,2.89,1.37
valid_7402.proto,10.08,9.79,7.21,7.53
valid_7460.proto,16.37,7.24,13.04,9.93
valid_7495.proto,4.07,3.79,3.44,4.19
valid_7500.proto,4.13,4.04,5.77,4.25
valid_7502.proto,5.53,10.41,4.82,5.67
valid_7526.proto,6.57,3.79,6.14,6.92
valid_7627.proto,14.77,22.99,15.53,14.21
valid_7716.proto,1.35,1.33,1.27,1.34
valid_7726.proto,2.39,2.27,2.33,2.44
valid_7753.proto,3.39,4.58,2.52,3.52
valid_7775.proto,3.45,5.29,11.45,3.48
valid_7826.proto,5.3,2.87,4.57,5.34
valid_7906.proto,44.11,19.03,25.39,23.01
valid_7908.proto,5.74,8.65,3.42,5.57
valid_7993.proto,9.24,6.81,9.66,7.34
valid_8004.proto,4.87,2.2,2.94,3.09
valid_8035.proto,2.15,2.02,1.82,2.19
valid_8052.proto,1.49,1.48,1.47,1.53
valid_806.proto,2.5,4.21,4.26,2.57
valid_8068.proto,1.6,1.24,1.25,1.57
valid_8072.proto,0.83,0.82,0.75,0.86
valid_809.proto,10.29,6.19,6.17,7.08
valid_81.proto,0.32,0.25,0.29,0.31
valid_8123.proto,17.08,15.48,4.92,11.29
valid_8148.proto,3.1,3.5,2.06,3.17
valid_8150.proto,13.82,9.28,12.69,13.87
valid_8162.proto,13.4,10.17,12.09,9.07
valid_8177.proto,3.65,6.89,3.17,3.47
valid_8208.proto,4.1,6.56,8.16,3.83
valid_8222.proto,4.31,4.04,2.89,3.95
valid_8257.proto,2.34,2.63,2.06,2.15
valid_8347.proto,180.02,46.17,18.19,20.4
valid_8359.proto,3.55,2.96,3.95,3.48
valid_836.proto,2.89,2.71,1.92,2.88
valid_8393.proto,7.46,7.11,6.27,6.99
valid_8468.proto,0.29,0.29,0.3,0.29
valid_8470.proto,1.9,1.64,1.65,1.89
valid_853.proto,14.8,12.57,9.15,15.18
valid_8691.proto,7.04,6.2,11.94,6.64
valid_8731.proto,2.58,2.33,2.43,2.79
valid_8750.proto,4.38,3.36,3.15,3.65
valid_8753.proto,14.02,10.29,9.01,13.59
valid_8780.proto,3.24,3.27,2.95,3.28
valid_8781.proto,3.06,11.97,2.59,2.87
valid_8790.proto,2.16,1.9,1.99,1.98
valid_8800.proto,180.02,20.01,9.9,180.03
valid_8921.proto,8.21,6.82,3.57,8.95
valid_8923.proto,4.48,4.41,4.48,4.26
valid_9093.proto,17.12,14.4,11.91,16.32
valid_910.proto,6.51,5.45,4.86,5.22
valid_9104.proto,2.12,6.11,1.93,2.1
valid_9236.proto,7.67,5.48,4.86,9.46
valid_9288.proto,6.25,9.37,4.97,6.24
valid_9313.proto,2.12,2.15,1.92,2.06
valid_9316.proto,4.99,4.55,3.09,5.04
valid_9398.proto,2.23,6.59,4.25,2.25
valid_9432.proto,9.54,8.08,8.47,10.99
valid_947.proto,7.01,7.54,4.38,7.66
valid_9521.proto,1.62,1.47,1.61,1.6
valid_957.proto,6.69,6.05,5.67,6.49
valid_964.proto,5.41,5.38,5.78,5.19
valid_9686.proto,16.85,11.61,14.75,13.64
valid_9689.proto,4.94,3.78,4.85,5.47
valid_9690.proto,5.73,2.18,2.74,7.73
valid_9715.proto,2.94,2.45,2.64,3.03
valid_9731.proto,1.0,2.32,0.84,1.01
valid_9763.proto,10.41,15.74,11.12,15.06
valid_9776.proto,7.11,6.35,8.61,8.89
valid_9793.proto,180.02,180.05,180.02,180.02
valid_9850.proto,5.44,3.51,4.37,5.49
valid_9856.proto,11.92,15.53,7.97,11.87
valid_987.proto,2.43,2.8,3.82,2.55
valid_991.proto,4.04,2.96,5.2,4.32
valid_9923.proto,2.55,6.16,2.66,2.54
valid_9924.proto,0.35,0.33,0.34,0.34
valid_9955.proto,13.9,6.79,32.64,16.89
valid_9993.proto,13.97,13.62,8.41,13.91
