File Name,default,TreeCutLevel-1,RootCutLevel-1,TreeCutLevel-0
training_25663.proto,2.14,2.09,1.83,2.25
training_25664.proto,3.37,3.01,3.85,3.41
training_2568.proto,7.06,17.54,5.71,8.22
training_25681.proto,5.89,8.4,6.06,8.09
training_25697.proto,8.32,5.15,5.16,8.5
training_25742.proto,4.59,4.69,3.99,4.58
training_25747.proto,7.68,7.06,5.88,7.7
training_2575.proto,6.51,5.54,5.98,7.97
training_25763.proto,9.77,8.39,8.11,7.43
training_25767.proto,7.95,7.44,4.57,4.94
training_25782.proto,13.7,9.56,12.88,10.9
training_25802.proto,1.78,5.01,1.82,1.84
training_25806.proto,8.57,8.46,5.77,10.39
training_25814.proto,2.71,2.54,3.04,2.78
training_25848.proto,6.39,14.48,5.37,9.3
training_25881.proto,3.36,3.43,2.45,3.41
training_25931.proto,3.86,2.87,3.76,3.5
training_25983.proto,6.68,5.3,6.92,5.41
training_2601.proto,1.44,1.51,1.58,1.44
training_26019.proto,180.04,4.31,3.82,180.04
training_26021.proto,5.09,3.92,3.67,5.26
training_26041.proto,16.91,15.91,180.02,89.88
training_26061.proto,7.71,8.8,4.45,9.09
training_26062.proto,6.2,6.26,5.95,4.91
training_26069.proto,4.72,2.9,2.9,4.63
training_26094.proto,1.7,1.5,1.52,1.72
training_26095.proto,5.51,6.1,7.28,5.25
training_26099.proto,17.61,11.12,16.72,11.04
training_2610.proto,0.36,0.33,0.34,0.35
training_26115.proto,1.99,1.63,1.67,1.97
training_26116.proto,4.51,7.2,11.45,6.54
training_26122.proto,7.93,6.04,5.83,10.15
training_26137.proto,0.22,0.23,0.22,0.21
training_26140.proto,2.58,2.19,9.68,2.55
training_2619.proto,2.69,5.92,6.63,2.61
training_26198.proto,21.68,16.78,26.62,15.92
training_262.proto,1.07,1.0,0.95,1.03
training_2622.proto,15.03,13.27,13.41,12.73
training_2623.proto,18.93,12.02,12.01,14.13
training_26270.proto,2.65,2.28,2.45,2.6
training_26278.proto,8.22,6.74,8.24,7.95
training_26279.proto,4.14,4.79,3.01,3.98
training_26292.proto,2.58,1.76,2.52,2.68
training_26336.proto,15.33,11.97,14.0,11.27
training_26347.proto,1.19,1.09,1.15,1.15
training_26389.proto,2.8,2.8,13.1,2.76
training_26404.proto,1.59,1.74,1.6,1.62
training_26412.proto,4.71,3.52,3.93,4.79
training_26429.proto,1.22,1.08,1.14,1.18
training_26451.proto,5.15,3.67,4.22,3.53
training_26465.proto,4.61,4.02,4.08,5.24
training_26466.proto,5.46,9.41,14.44,5.79
training_26467.proto,10.11,7.61,10.98,4.61
training_26522.proto,7.43,3.38,3.19,7.46
training_26533.proto,3.74,5.74,8.98,3.44
training_26575.proto,7.22,3.56,3.11,7.26
training_26589.proto,19.18,7.78,3.41,26.72
training_26688.proto,1.55,1.71,1.55,1.56
training_26696.proto,2.14,7.34,6.61,6.66
training_26701.proto,2.36,2.54,2.49,2.39
training_26719.proto,0.39,0.37,0.37,0.4
training_26749.proto,180.02,31.88,180.05,180.03
training_2677.proto,2.81,2.35,2.69,2.78
training_26771.proto,10.91,7.07,11.24,11.34
training_26782.proto,25.57,16.98,18.4,17.12
training_26784.proto,12.9,7.33,11.18,8.27
training_26790.proto,3.84,3.15,5.69,3.8
training_26798.proto,1.77,2.08,1.6,1.78
training_2681.proto,2.32,2.36,1.86,2.3
training_26865.proto,7.61,8.18,6.95,6.3
training_26901.proto,3.44,3.69,2.92,3.45
training_26904.proto,1.28,1.26,1.15,1.36
training_26930.proto,1.35,1.01,1.18,1.31
training_26937.proto,26.92,25.6,17.5,25.74
training_26943.proto,2.58,2.16,2.91,2.66
training_26953.proto,4.12,12.53,13.42,4.05
training_26964.proto,2.68,2.75,2.39,3.66
training_26969.proto,1.15,1.14,0.99,1.14
training_2697.proto,17.57,9.38,10.43,11.54
training_27.proto,15.25,4.88,3.84,9.94
training_27003.proto,76.25,22.77,41.91,25.88
training_27004.proto,2.46,1.9,3.63,2.49
training_27008.proto,5.47,3.99,3.87,5.62
training_2701.proto,1.94,1.51,1.71,1.66
training_27010.proto,2.76,4.45,4.63,3.02
training_2705.proto,14.42,12.3,17.41,14.14
training_27075.proto,2.62,2.33,2.44,2.83
training_27118.proto,4.86,3.22,3.92,4.86
training_27122.proto,4.22,3.54,3.27,4.29
training_27130.proto,11.54,6.5,6.63,5.43
training_27134.proto,2.74,3.3,3.24,2.83
training_27150.proto,12.97,12.5,11.29,9.73
training_27153.proto,8.88,4.48,19.04,9.12
training_27167.proto,1.13,0.97,1.16,1.09
training_27188.proto,4.96,2.9,6.6,4.63
training_27202.proto,3.53,3.74,3.45,3.66
training_27203.proto,2.07,2.91,4.98,2.26
training_27268.proto,4.27,14.14,3.32,4.17
training_27304.proto,3.2,3.95,2.32,3.24
training_27370.proto,20.94,10.5,9.93,18.13
training_27371.proto,1.53,2.13,1.4,1.45
training_27386.proto,2.33,1.65,3.78,2.18
training_2742.proto,12.55,10.84,5.4,10.3
training_27431.proto,4.04,3.16,3.43,4.59
training_27450.proto,2.53,2.78,2.14,2.55
training_27459.proto,3.57,2.82,17.77,3.92
training_27462.proto,7.21,3.8,4.14,6.53
training_27486.proto,2.62,4.51,8.94,2.69
training_27490.proto,2.4,2.31,2.43,2.38
training_27492.proto,15.62,20.39,41.17,12.06
training_27499.proto,2.19,1.89,3.4,2.18
training_2751.proto,0.35,0.33,0.34,0.35
training_2754.proto,28.99,15.03,56.04,24.99
training_27588.proto,12.86,6.76,9.07,16.03
training_27589.proto,2.26,1.72,2.42,2.2
training_27624.proto,3.16,4.29,3.56,3.0
training_27633.proto,2.14,1.6,1.69,2.17
training_27636.proto,4.3,5.07,3.69,3.75
training_27651.proto,7.41,8.65,6.54,4.47
training_2767.proto,180.01,9.57,24.66,20.18
training_27682.proto,10.67,10.48,14.21,11.7
training_27691.proto,6.48,5.56,3.56,9.32
training_27713.proto,2.4,2.38,3.1,2.48
training_27726.proto,1.02,0.99,1.01,1.05
training_27739.proto,4.83,4.72,4.63,4.6
training_27747.proto,14.45,3.84,4.02,11.57
training_2777.proto,4.41,5.7,5.87,4.49
training_27791.proto,2.86,2.5,3.14,3.12
training_27800.proto,6.84,6.2,6.22,6.97
training_27809.proto,1.15,1.18,1.03,1.15
training_27811.proto,0.24,0.27,0.27,0.28
training_27819.proto,5.25,5.74,4.25,4.78
training_2787.proto,3.38,3.32,3.42,3.47
training_27879.proto,15.25,16.03,19.67,13.92
training_27893.proto,2.04,1.66,3.39,2.13
training_27910.proto,7.06,4.11,2.13,6.46
training_27926.proto,1.43,1.29,1.28,1.35
training_27932.proto,3.51,2.77,3.18,3.51
training_27979.proto,1.44,1.74,1.19,1.42
training_27994.proto,3.4,8.78,2.81,3.34
training_28005.proto,11.17,7.1,4.23,10.53
training_28013.proto,11.46,9.66,9.74,9.48
training_28035.proto,26.58,20.02,18.89,21.93
training_28045.proto,4.28,7.68,16.28,4.01
training_2807.proto,7.31,8.56,4.68,6.85
training_28077.proto,2.65,2.89,2.14,2.63
training_28110.proto,1.71,1.65,1.46,1.69
training_28124.proto,5.49,4.77,3.19,5.13
training_28170.proto,14.01,6.77,7.22,8.5
training_28177.proto,1.63,1.62,1.68,1.67
training_28203.proto,3.46,5.24,4.87,3.43
training_28204.proto,2.32,4.61,2.2,2.41
training_28210.proto,1.83,1.69,8.28,1.9
training_28218.proto,24.67,35.9,12.22,17.9
training_28237.proto,24.32,23.99,28.67,21.52
training_28239.proto,2.63,3.66,6.1,2.75
training_28276.proto,1.99,1.81,1.86,2.1
training_28296.proto,14.22,9.01,5.81,11.75
training_28299.proto,4.14,3.88,3.8,4.08
training_2834.proto,9.26,5.02,3.69,8.95
training_28340.proto,18.16,17.34,15.66,15.73
training_28368.proto,1.78,4.17,2.0,1.87
training_28369.proto,82.09,180.04,180.02,152.38
training_28399.proto,1.57,1.28,1.31,1.59
training_28429.proto,9.44,2.88,10.06,8.21
training_2844.proto,8.0,32.59,6.48,17.43
training_2845.proto,7.25,4.7,9.23,5.63
training_28451.proto,6.62,7.84,5.61,6.64
training_28457.proto,18.16,5.0,7.3,19.4
training_28467.proto,4.78,6.04,3.85,5.59
training_28473.proto,11.85,11.97,9.42,12.48
training_28539.proto,3.82,4.46,3.31,3.81
training_28543.proto,8.28,6.91,7.92,5.47
training_28546.proto,1.71,1.36,1.38,1.7
training_28597.proto,18.02,13.38,13.04,10.45
training_2862.proto,21.71,21.52,21.93,18.57
training_28646.proto,3.02,2.58,9.74,2.95
training_28652.proto,1.0,0.85,0.89,1.01
training_28681.proto,16.76,10.45,11.61,10.95
training_28697.proto,27.51,22.85,24.74,24.98
training_28712.proto,3.68,4.21,2.97,3.7
training_28743.proto,18.26,17.51,8.18,15.73
training_28761.proto,1.67,1.29,1.22,1.66
training_28772.proto,19.7,12.6,40.69,19.15
training_28773.proto,4.91,7.39,4.3,8.76
training_28775.proto,3.66,3.06,3.81,5.74
training_28777.proto,2.95,2.75,1.84,2.99
training_28780.proto,46.76,180.05,180.05,37.0
training_28784.proto,4.23,3.78,3.05,4.23
training_28789.proto,1.82,1.97,1.65,1.78
training_28795.proto,13.81,3.53,16.92,10.02
training_28798.proto,9.29,5.05,4.14,6.9
training_28855.proto,20.75,16.36,20.35,13.68
training_28874.proto,1.56,1.59,1.47,1.48
training_28876.proto,2.02,1.99,2.22,2.1
training_28879.proto,3.36,4.06,2.47,3.57
training_28890.proto,5.54,6.36,4.38,4.7
training_28922.proto,6.81,7.46,7.48,6.53
training_2893.proto,3.31,3.78,4.86,3.4
training_28934.proto,4.97,6.95,17.04,5.12
training_28953.proto,4.63,6.15,7.82,4.88
training_28981.proto,6.22,9.5,5.6,6.93
training_28986.proto,2.64,2.85,4.83,2.69
training_29060.proto,1.29,1.09,1.25,1.22
training_29086.proto,3.59,3.91,3.42,3.38
training_2911.proto,2.15,2.01,1.84,2.23
training_29123.proto,2.86,4.93,4.09,2.77
training_2913.proto,3.65,3.43,2.88,3.71
training_29185.proto,16.44,18.16,9.21,10.17
training_29199.proto,2.51,2.37,2.39,2.48
training_292.proto,3.88,3.91,1.84,4.11
training_29228.proto,0.68,0.56,0.6,0.69
training_29233.proto,2.52,3.45,7.51,2.55
training_29291.proto,9.72,8.13,14.38,11.79
training_29328.proto,6.38,17.62,5.74,6.59
training_29336.proto,3.07,3.18,2.85,3.3
training_29361.proto,7.03,5.2,4.67,6.57
training_29365.proto,4.18,3.97,3.41,4.14
training_29377.proto,10.72,9.93,9.87,9.12
training_29382.proto,4.92,4.16,7.42,4.97
training_29383.proto,15.7,3.72,3.8,13.78
training_29407.proto,4.22,3.13,3.37,4.26
training_29410.proto,2.13,2.85,2.82,2.23
training_29414.proto,54.97,180.02,68.06,53.24
training_29431.proto,0.25,0.26,0.26,0.25
training_29470.proto,11.94,6.5,9.9,11.92
training_29476.proto,4.02,2.98,5.35,3.92
training_29480.proto,2.44,2.76,2.18,2.37
training_29485.proto,3.57,1.27,1.74,3.63
training_29522.proto,1.73,1.38,1.34,1.87
training_29535.proto,3.42,2.76,5.15,3.56
training_29579.proto,180.02,30.31,41.87,132.78
training_29637.proto,2.07,2.01,1.82,2.06
training_29783.proto,2.64,3.58,3.15,2.69
training_29798.proto,3.09,7.42,6.77,3.14
training_29842.proto,13.36,9.94,12.06,11.72
training_29853.proto,13.17,17.28,22.04,9.12
training_29888.proto,0.68,0.67,0.63,0.66
training_29894.proto,11.31,13.47,30.38,10.1
training_29899.proto,5.2,4.23,4.45,5.12
training_29946.proto,1.6,1.52,1.58,1.59
training_29997.proto,180.03,11.17,180.03,180.03
training_300.proto,1.77,1.56,1.61,1.69
training_30017.proto,5.26,3.84,4.41,5.13
training_30026.proto,5.76,6.1,11.18,5.57
training_30038.proto,2.75,2.95,2.45,2.77
training_30046.proto,14.06,12.62,14.12,9.49
training_30075.proto,13.55,4.61,11.92,13.42
training_30087.proto,10.98,9.46,16.46,11.44
training_30088.proto,2.03,1.43,1.54,1.96
training_3009.proto,10.9,5.84,5.36,9.33
training_30113.proto,3.03,7.47,3.04,3.06
training_30183.proto,9.06,15.17,50.13,8.81
training_30188.proto,6.13,4.22,9.77,5.69
training_3019.proto,1.94,1.74,1.97,1.87
training_30207.proto,6.19,3.49,5.65,7.5
training_30212.proto,2.04,1.63,1.9,2.11
training_30275.proto,4.94,5.51,6.46,4.74
training_30304.proto,1.79,1.51,1.57,1.83
training_30345.proto,38.76,35.72,11.81,30.56
training_30357.proto,13.02,8.08,11.83,10.51
training_30391.proto,4.66,3.39,2.82,4.56
training_30414.proto,5.53,3.36,6.82,7.4
training_3046.proto,1.6,1.64,1.24,1.58
training_30465.proto,1.4,1.57,1.2,1.4
training_30482.proto,5.43,5.04,3.45,3.72
training_30494.proto,12.4,11.11,5.46,7.33
training_30514.proto,2.89,2.39,3.13,2.87
training_30548.proto,2.69,5.0,2.63,2.76
training_30560.proto,8.51,4.2,12.87,9.52
training_30568.proto,7.36,7.9,9.23,7.4
training_30618.proto,1.77,1.79,1.54,1.8
training_3063.proto,2.87,3.4,2.71,2.8
training_30651.proto,23.03,11.46,25.52,10.87
training_30666.proto,2.58,2.21,2.59,2.51
training_30705.proto,14.24,13.37,16.44,12.61
training_30734.proto,1.38,1.03,1.01,1.36
training_30741.proto,2.52,2.47,2.37,2.58
training_30777.proto,1.68,1.84,1.68,1.77
training_30779.proto,2.1,1.98,2.06,2.13
training_30783.proto,2.59,2.3,1.97,2.49
training_30801.proto,14.6,11.45,10.0,12.43
training_30806.proto,3.09,4.31,3.07,3.04
training_30811.proto,3.92,3.8,3.17,3.88
training_30835.proto,2.32,2.15,1.64,2.31
training_30886.proto,2.71,2.76,2.64,2.74
training_30895.proto,6.95,4.41,5.91,6.53
training_30978.proto,2.37,3.11,1.81,2.3
training_30980.proto,1.87,1.63,1.54,1.78
training_30987.proto,10.02,8.23,6.67,9.8
training_30991.proto,4.87,4.21,3.66,4.48
training_3101.proto,10.06,8.4,10.13,10.71
training_31013.proto,12.73,4.77,10.3,12.22
training_31019.proto,2.79,2.7,2.79,2.84
training_31064.proto,14.7,10.99,10.35,13.73
training_31073.proto,1.76,1.85,1.84,1.78
training_31103.proto,4.92,4.93,5.87,4.62
training_31140.proto,12.98,5.33,10.19,12.38
training_31160.proto,6.99,5.97,4.97,7.85
training_31182.proto,3.06,2.62,2.88,2.99
training_31195.proto,29.32,19.87,60.35,28.73
training_31212.proto,10.44,12.45,10.13,20.13
training_31233.proto,2.11,2.04,2.08,2.22
training_31244.proto,24.49,43.6,74.18,19.93
training_31247.proto,6.19,4.2,2.93,4.71
training_31268.proto,29.37,16.75,21.67,13.65
training_31269.proto,2.64,3.06,4.57,2.66
training_31278.proto,9.84,6.54,8.5,4.86
training_31296.proto,15.49,13.78,7.15,11.95
training_31314.proto,1.6,1.63,1.55,1.61
training_31329.proto,3.15,6.13,2.66,3.01
training_31392.proto,33.65,119.66,27.32,65.52
training_31398.proto,2.27,2.32,1.99,2.24
training_31401.proto,0.9,1.12,0.87,0.9
training_31411.proto,1.33,2.59,4.19,1.36
training_31443.proto,5.46,4.69,4.69,5.43
training_3145.proto,4.7,6.11,8.19,5.2
training_31500.proto,0.99,0.88,0.9,0.96
training_31508.proto,3.46,4.23,4.73,3.32
training_31528.proto,29.08,17.9,12.42,19.07
training_31559.proto,15.2,13.94,12.19,15.71
training_31569.proto,9.56,6.53,7.28,7.07
training_31651.proto,2.1,2.15,2.18,2.1
training_31675.proto,6.61,6.18,4.92,5.65
training_3170.proto,2.98,3.12,2.3,2.98
training_31715.proto,1.68,2.28,1.62,1.56
training_31730.proto,2.59,2.32,2.32,2.43
training_31731.proto,4.99,4.79,4.34,6.63
training_31740.proto,1.17,2.94,1.14,1.13
training_3179.proto,1.69,1.39,1.33,1.74
training_31797.proto,7.33,6.94,6.48,7.84
training_31829.proto,1.2,1.05,1.16,1.21
training_3183.proto,2.54,2.33,2.48,2.55
training_3184.proto,10.55,7.75,12.35,11.34
training_31843.proto,2.75,4.33,2.58,2.75
training_31848.proto,180.0,39.98,39.63,26.94
training_31854.proto,3.31,5.7,3.74,3.13
training_31883.proto,0.26,0.25,0.24,0.25
training_31885.proto,2.82,2.22,4.68,2.83
training_31927.proto,14.07,14.74,12.43,26.78
training_31929.proto,90.41,18.22,84.19,9.23
training_31940.proto,2.14,1.83,1.96,2.05
training_31948.proto,7.86,4.19,6.86,7.42
training_31950.proto,8.42,2.45,6.87,8.75
training_31957.proto,2.08,1.84,1.62,1.95
training_31968.proto,3.47,7.24,2.32,3.93
training_31974.proto,2.19,2.37,2.22,2.29
training_31980.proto,26.19,77.28,18.47,26.62
training_32031.proto,8.25,5.39,4.8,6.75
training_32034.proto,11.4,6.47,7.87,10.0
training_32045.proto,1.33,1.36,1.47,1.46
training_32091.proto,180.01,180.02,30.94,54.14
training_32095.proto,0.35,0.34,0.36,0.36
training_32097.proto,1.12,0.99,1.03,1.09
training_32121.proto,16.49,22.13,17.67,16.96
training_32137.proto,2.05,1.53,1.81,1.89
training_32145.proto,5.58,3.01,4.63,4.67
training_32149.proto,2.89,3.93,3.44,2.9
training_3218.proto,0.9,0.98,0.95,0.89
training_32276.proto,3.71,3.85,4.32,4.9
training_32282.proto,8.66,19.6,12.07,10.44
training_32312.proto,3.77,3.5,2.43,3.73
training_32340.proto,0.3,0.37,0.31,0.39
training_32351.proto,2.37,2.21,2.64,2.47
training_3242.proto,3.14,4.5,2.97,3.08
training_32460.proto,1.07,0.96,0.94,1.05
training_32481.proto,14.2,19.84,147.47,11.74
training_32510.proto,3.99,3.97,2.35,3.95
training_32513.proto,3.95,3.94,2.97,4.02
training_32515.proto,3.63,4.03,3.06,3.73
training_32517.proto,3.3,2.7,2.96,3.37
training_32529.proto,3.6,5.34,4.22,3.64
training_32539.proto,5.34,4.14,2.41,5.5
training_32543.proto,9.03,6.69,6.78,7.37
training_32555.proto,1.91,2.6,1.49,1.86
training_32572.proto,9.79,13.65,15.3,11.58
training_3258.proto,3.44,3.76,3.89,3.44
training_32607.proto,2.48,2.3,2.39,2.35
training_32623.proto,3.45,3.45,3.33,3.5
training_32629.proto,2.69,2.75,2.53,2.69
training_32683.proto,8.14,33.97,16.3,10.7
training_32692.proto,14.75,12.6,22.39,12.9
training_32707.proto,2.42,2.15,1.93,2.36
training_3271.proto,4.52,7.43,4.07,5.29
training_32746.proto,41.27,180.05,180.01,180.01
training_32759.proto,2.3,2.19,1.96,2.33
training_32761.proto,2.16,2.27,1.96,2.21
training_32775.proto,1.36,1.35,1.37,1.42
training_32798.proto,6.03,1.98,5.3,5.39
training_3281.proto,16.63,13.03,180.02,10.85
training_32849.proto,3.43,3.74,3.16,3.37
training_3287.proto,6.14,6.07,4.96,5.82
training_32870.proto,30.12,11.95,13.52,37.06
training_32872.proto,3.51,4.4,2.38,3.58
training_32916.proto,180.01,180.01,180.05,180.01
training_32932.proto,2.51,2.1,2.18,2.44
training_32939.proto,8.04,8.88,14.16,8.62
training_32941.proto,9.53,5.51,13.05,9.32
training_32961.proto,2.91,6.28,2.26,2.92
training_3298.proto,2.4,2.03,1.64,2.35
training_32981.proto,11.71,6.04,8.95,11.15
training_33009.proto,21.96,23.66,8.84,20.22
training_33019.proto,1.16,1.03,1.1,1.15
training_33035.proto,2.15,2.03,2.43,2.4
training_33071.proto,5.08,5.05,3.44,4.33
training_33176.proto,3.34,6.03,4.93,3.31
training_33177.proto,1.85,1.57,1.76,2.03
training_33179.proto,7.48,4.31,6.04,8.61
training_33232.proto,15.87,11.25,10.35,9.34
training_33277.proto,3.04,2.95,2.79,3.09
training_33281.proto,4.52,6.77,6.3,5.43
training_33291.proto,3.47,3.36,5.8,3.4
training_33316.proto,60.1,36.06,56.52,38.08
training_33317.proto,8.2,6.42,7.14,9.27
training_33325.proto,2.98,3.34,2.91,2.84
training_33329.proto,4.34,4.6,4.48,4.25
training_33369.proto,180.02,117.78,180.01,180.01
training_33393.proto,6.15,5.92,4.48,6.07
training_33402.proto,4.39,4.5,4.61,4.19
training_3341.proto,2.97,2.61,2.0,3.08
training_33417.proto,5.89,4.55,2.86,6.26
training_3342.proto,14.83,11.91,9.6,10.55
training_33425.proto,2.45,2.15,2.79,2.4
training_33432.proto,8.03,7.45,9.41,7.05
training_33460.proto,1.24,1.09,1.31,1.21
training_33474.proto,2.85,2.79,8.85,2.92
training_33475.proto,0.27,0.29,0.31,0.3
training_33497.proto,5.44,5.22,9.23,5.46
training_33499.proto,2.52,1.81,2.3,2.51
training_335.proto,4.84,3.94,3.39,4.68
training_33511.proto,0.34,0.36,0.39,0.36
training_33540.proto,61.74,180.01,53.94,180.01
training_33597.proto,3.55,2.51,3.05,3.53
training_33602.proto,2.75,4.15,2.56,2.87
training_33651.proto,5.31,3.97,180.02,5.07
training_33657.proto,1.63,1.38,1.44,1.63
training_3367.proto,3.47,2.9,2.86,3.44
training_33700.proto,2.06,1.91,2.53,2.12
training_33715.proto,30.23,7.56,3.56,18.59
training_33747.proto,4.74,8.69,10.5,9.91
training_33755.proto,10.3,11.58,9.91,12.02
training_33767.proto,3.74,3.19,8.22,3.77
training_33787.proto,12.46,9.39,6.24,9.28
training_3381.proto,3.7,3.01,3.32,3.68
training_33851.proto,138.89,50.37,180.03,48.56
training_33858.proto,3.4,1.99,2.58,3.13
training_33859.proto,6.41,9.71,8.9,7.99
training_3388.proto,3.25,2.6,1.96,3.2
training_33906.proto,21.1,14.37,12.05,13.44
training_33934.proto,4.0,3.84,3.76,4.05
training_33947.proto,2.86,5.62,3.13,2.98
training_33960.proto,1.49,1.4,1.45,1.6
training_33966.proto,7.78,8.63,4.84,7.83
training_34.proto,0.8,0.82,0.68,0.77
training_34054.proto,12.22,19.53,13.96,14.49
training_3407.proto,72.94,180.02,110.02,46.43
training_34091.proto,0.88,1.46,1.04,0.9
training_34149.proto,23.24,13.1,12.17,14.57
training_34169.proto,4.58,5.25,4.22,4.57
training_34180.proto,5.11,11.89,7.06,5.24
training_34187.proto,1.66,1.54,1.39,1.57
training_34199.proto,8.98,13.05,12.11,9.09
training_3422.proto,2.75,3.08,3.17,2.93
training_34262.proto,0.44,0.49,0.5,0.47
training_34285.proto,4.99,3.72,3.94,4.84
training_34291.proto,2.11,2.51,1.79,2.12
training_34325.proto,6.7,6.16,6.49,5.49
training_34335.proto,11.52,7.58,14.47,8.61
training_34343.proto,0.68,0.69,0.65,0.63
training_34354.proto,7.61,7.11,8.19,9.38
training_34356.proto,6.77,6.52,6.33,5.74
training_34369.proto,1.56,1.42,1.55,1.55
training_34381.proto,3.06,2.15,2.26,3.04
training_3439.proto,1.74,2.01,1.61,1.71
training_34393.proto,5.11,7.03,3.87,4.97
training_34421.proto,1.84,3.21,1.58,1.7
training_34435.proto,10.8,9.28,7.53,7.89
training_34456.proto,180.02,180.02,103.37,109.92
training_34489.proto,71.59,24.15,35.06,29.06
training_34501.proto,8.09,5.54,6.82,7.29
training_34504.proto,1.07,0.94,1.0,1.02
training_34510.proto,16.18,10.92,13.53,8.91
training_34528.proto,3.6,3.59,3.22,3.22
training_34555.proto,2.13,1.67,1.52,2.09
training_34574.proto,10.05,6.19,7.41,7.69
training_34597.proto,1.8,2.49,1.55,1.89
training_34612.proto,9.02,11.98,11.17,8.53
training_34661.proto,6.53,6.92,4.94,7.14
training_34674.proto,1.95,3.26,1.79,1.76
training_34688.proto,1.19,1.1,1.09,0.96
training_34705.proto,2.7,2.55,2.62,2.7
training_34706.proto,1.02,0.97,0.99,1.01
training_34713.proto,7.39,4.29,4.5,5.86
training_34720.proto,0.19,0.18,0.17,0.19
training_34723.proto,4.43,7.56,5.85,4.01
training_34731.proto,1.81,1.31,1.24,1.76
training_34779.proto,26.3,15.77,180.03,17.28
training_34793.proto,2.0,2.04,1.98,1.99
training_34815.proto,6.22,5.24,7.4,6.78
training_34821.proto,10.52,10.12,11.01,9.83
training_34822.proto,1.84,2.75,2.15,1.92
training_34825.proto,1.43,1.51,1.42,1.48
training_34855.proto,9.05,6.92,6.85,8.06
training_34861.proto,7.41,3.95,7.6,3.96
training_3488.proto,6.93,8.1,11.14,8.97
training_34904.proto,2.68,2.87,2.5,2.77
training_34918.proto,2.42,2.26,2.38,2.42
training_34921.proto,5.56,4.81,4.67,4.61
training_34938.proto,10.39,14.91,9.71,8.93
training_34967.proto,9.38,7.67,10.14,10.04
training_34993.proto,3.58,1.78,3.23,3.39
training_35000.proto,2.43,2.27,2.34,2.46
training_35025.proto,4.14,2.49,4.5,5.29
training_35036.proto,8.14,6.49,3.79,7.05
training_35064.proto,6.35,9.9,11.33,6.54
training_35077.proto,3.75,3.24,3.17,3.65
training_35109.proto,13.66,11.2,12.66,13.65
training_3511.proto,2.43,1.94,3.24,2.41
training_3513.proto,4.68,3.96,3.75,4.65
training_35137.proto,8.39,7.02,7.95,7.47
training_35138.proto,16.24,10.47,14.42,14.58
training_35140.proto,11.26,3.27,7.51,10.68
training_35156.proto,10.87,9.4,8.89,8.53
training_35168.proto,74.86,42.01,16.23,17.85
training_35182.proto,15.52,6.28,16.23,9.65
training_35184.proto,3.26,2.42,2.75,3.12
training_35213.proto,3.62,3.36,3.93,3.69
training_3522.proto,0.93,0.89,0.94,0.97
training_35231.proto,180.03,20.13,56.15,95.75
training_35249.proto,1.94,2.4,1.82,1.94
training_3529.proto,20.63,17.6,7.0,24.36
training_35298.proto,4.84,5.74,3.51,5.13
training_35320.proto,9.92,9.59,10.36,11.34
training_35323.proto,3.19,2.55,2.74,3.19
training_35326.proto,2.19,2.15,2.09,2.3
training_35333.proto,9.53,6.96,5.82,7.49
training_3536.proto,2.28,2.22,2.07,2.35
training_35361.proto,180.03,93.37,133.61,180.02
training_35366.proto,4.24,4.21,3.74,4.29
training_35389.proto,5.82,7.15,4.13,5.64
training_35397.proto,5.36,7.4,5.86,5.36
training_354.proto,12.1,12.44,6.83,12.11
training_35406.proto,11.51,9.11,9.27,8.29
training_35418.proto,8.88,13.97,15.05,10.54
training_35429.proto,24.35,8.77,24.13,18.0
training_35445.proto,12.86,7.2,11.32,9.36
training_35450.proto,3.66,7.09,3.12,3.52
training_35458.proto,2.81,3.43,6.74,8.78
training_35506.proto,6.57,4.57,4.45,6.64
training_35510.proto,2.73,5.34,2.62,2.75
training_35511.proto,9.23,5.81,4.14,10.15
training_35515.proto,4.57,3.43,3.06,4.6
training_35524.proto,5.5,8.56,3.12,5.32
training_35527.proto,2.6,3.08,3.17,2.52
training_35536.proto,16.04,11.58,10.85,14.21
training_35545.proto,3.31,3.14,3.37,3.34
training_35557.proto,9.07,9.76,5.36,8.1
training_35562.proto,41.41,12.47,18.03,27.65
training_3557.proto,2.2,1.89,1.98,2.0
training_35583.proto,4.65,2.72,3.46,3.85
training_35591.proto,99.92,180.03,103.55,67.55
training_35628.proto,4.65,3.89,7.62,6.59
training_35634.proto,9.53,8.35,8.66,7.66
training_35658.proto,107.61,20.45,63.96,94.03
training_35693.proto,2.4,1.86,1.97,2.33
training_35699.proto,3.25,3.9,2.81,3.63
training_35713.proto,6.23,8.83,10.42,5.6
training_35749.proto,4.99,4.77,4.88,5.05
training_3576.proto,17.0,4.59,15.44,10.98
training_35770.proto,2.34,2.65,2.14,2.37
training_35775.proto,2.25,7.7,1.87,2.17
training_35803.proto,9.71,9.13,19.92,50.31
training_35828.proto,2.32,1.96,2.01,2.33
training_35833.proto,3.5,2.36,1.75,3.34
training_35874.proto,4.9,7.06,10.4,10.21
training_35881.proto,1.56,5.26,1.5,1.55
training_35897.proto,21.0,144.28,180.02,52.96
training_3590.proto,8.72,3.05,4.22,8.13
training_35907.proto,1.98,1.6,1.7,1.98
training_35923.proto,1.98,1.74,1.84,1.97
training_35944.proto,3.33,3.15,4.97,3.37
training_35998.proto,6.62,9.31,3.35,6.57
