File Name,default,TreeCutLevel1,RootCutLevel1,RoundingHeurLevel1,StrongBranching1,SubmipHeurLevel1,DivingHeurLevel1
r103.40.3,300.01,300.0,300.02,300.02,300.01,300.01,300.01
r103.40.5,300.0,300.0,300.01,300.01,300.0,300.01,300.0
r103.50.10,300.04,300.01,300.01,300.01,300.02,300.01,300.04
r103.50.15,300.03,300.05,300.06,300.04,300.04,300.04,300.04
r103.50.20,300.06,300.06,300.03,300.05,300.03,300.02,300.06
r103.50.25,300.05,300.04,300.08,300.07,300.09,300.07,300.15
r103.75.10,300.03,300.03,300.01,300.04,300.03,300.03,300.05
r103.75.15,300.05,300.03,300.02,300.03,300.05,300.04,300.04
r103.75.20,300.01,300.04,300.02,300.01,300.03,300.16,300.04
r103.75.25,300.09,300.08,300.07,300.03,300.06,300.08,300.07
r104.100.10,300.05,300.02,300.05,300.04,300.03,300.03,300.01
r104.100.15,300.05,300.05,300.08,300.04,300.02,300.03,300.01
r104.100.20,300.19,300.05,300.1,300.19,300.09,300.15,300.2
r104.100.25,300.11,300.01,300.15,300.16,300.17,300.05,300.21
r104.25.3,300.0,300.0,300.0,300.0,300.0,300.0,300.0
r104.25.5,300.01,160.65,232.55,300.0,300.0,204.35,290.25
r104.30.10,300.01,300.01,300.01,300.01,300.01,300.01,300.01
r104.30.15,34.01,17.86,297.6,33.91,107.28,37.5,33.1
r104.30.20,18.66,16.84,70.19,18.4,17.92,15.42,21.3
r104.30.25,5.04,5.71,5.22,5.09,5.02,5.14,5.48
r104.30.3,300.0,300.0,300.01,300.01,300.01,300.0,300.0
r104.30.5,300.01,300.01,300.01,300.02,300.0,300.01,300.0
r104.40.3,300.01,300.0,300.0,300.0,300.01,300.01,300.0
r104.40.5,300.01,300.0,300.01,300.01,300.01,300.02,300.01
r104.50.10,300.02,300.02,300.01,300.04,300.02,300.03,300.02
r104.50.15,300.04,300.02,300.02,300.04,300.04,300.05,300.03
r104.50.20,300.1,300.04,300.04,300.06,300.05,300.11,300.07
r104.50.25,300.03,300.06,300.08,300.03,300.02,300.05,300.01
r104.75.10,300.08,300.01,300.04,300.09,300.06,300.02,300.1
r104.75.15,300.11,300.13,300.04,300.05,300.07,300.05,300.06
r104.75.20,300.73,300.03,300.04,300.54,300.11,300.14,300.14
r104.75.25,300.05,300.07,300.06,300.06,300.1,300.1,300.03
r105.100.10,300.03,300.03,300.02,300.03,300.03,300.0,300.03
r105.100.15,300.03,300.03,300.02,300.03,300.05,300.05,300.06
r105.100.20,300.05,300.06,300.05,300.02,300.02,300.06,300.07
r105.100.25,300.11,300.1,300.09,300.08,300.14,300.11,300.12
r105.25.3,0.2,0.2,0.2,0.21,0.21,0.23,0.23
r105.25.5,2.28,1.85,4.68,2.29,2.35,2.09,2.29
r105.30.10,3.41,6.41,2.59,3.44,3.43,3.66,3.21
r105.30.15,3.7,3.45,3.52,3.68,3.66,3.71,3.79
r105.30.20,2.31,2.27,1.92,2.3,2.32,1.88,2.33
r105.30.25,3.18,3.07,3.18,3.17,3.23,2.02,3.23
r105.30.3,0.21,0.21,0.21,0.22,0.24,0.24,0.22
r105.30.5,4.34,9.92,9.06,4.57,4.46,4.93,4.63
r105.40.3,0.33,0.35,0.34,0.34,0.34,0.34,0.34
r105.40.5,5.59,5.28,2.57,5.34,5.4,3.71,5.22
r105.50.10,300.03,300.01,300.02,300.01,300.02,300.01,300.01
r105.50.15,212.08,51.36,300.05,210.39,95.5,75.3,132.21
r105.50.20,42.18,56.63,300.04,42.69,43.22,45.88,47.01
r105.50.25,10.04,7.96,24.72,9.8,9.99,10.04,9.76
r105.75.10,300.04,300.0,300.02,300.01,300.03,300.05,300.05
r105.75.15,300.04,300.04,300.02,300.06,300.06,300.02,300.06
r105.75.20,300.07,300.06,300.06,300.04,300.06,300.04,300.06
r105.75.25,300.04,300.08,300.08,300.07,300.04,300.06,300.05
r106.100.10,300.01,300.01,300.02,300.01,300.0,300.12,300.01
r106.100.15,300.08,300.03,300.02,300.08,300.3,300.03,300.08
r106.100.20,300.1,300.04,300.09,300.07,300.08,300.14,300.04
r106.100.25,300.13,300.01,300.05,300.12,300.11,300.11,300.16
r106.25.3,300.0,300.0,300.0,300.01,300.0,300.0,300.0
r106.25.5,5.03,5.18,29.16,4.83,4.97,6.55,5.01
r106.30.10,26.72,28.7,67.45,26.33,36.86,39.27,26.33
r106.30.15,3.22,4.58,4.79,3.11,3.21,3.14,3.28
r106.30.20,3.47,4.12,3.23,3.6,3.67,3.55,4.03
r106.30.25,4.78,4.84,4.82,4.75,4.91,4.49,4.8
r106.30.3,300.01,300.0,300.0,300.0,300.0,300.0,300.01
r106.30.5,300.01,300.0,253.8,300.02,300.01,99.98,300.01
r106.40.3,300.0,300.0,300.0,300.01,300.01,300.0,300.0
r106.40.5,300.0,300.0,300.01,300.0,300.01,300.03,300.01
r106.50.10,300.03,300.03,300.02,300.02,300.04,300.01,300.02
r106.50.15,300.02,300.03,300.02,300.07,300.03,300.04,300.04
r106.50.20,300.06,300.03,300.02,300.05,300.04,300.01,300.02
r106.50.25,66.35,98.97,138.71,67.57,300.04,62.79,75.36
r106.75.10,300.01,300.03,300.02,300.01,300.03,300.04,300.03
r106.75.15,300.11,300.06,300.04,300.06,300.06,300.11,300.04
r106.75.20,300.14,300.03,300.06,300.04,300.15,300.04,300.06
r106.75.25,300.05,300.05,300.05,300.05,300.04,300.02,300.06
r107.100.10,300.05,300.0,300.05,300.02,300.05,300.03,300.0
r107.100.15,300.04,300.03,300.06,300.0,300.13,300.05,300.04
r107.100.20,300.12,300.31,300.11,300.12,300.11,300.09,300.1
r107.100.25,300.02,300.07,300.16,300.05,300.05,300.14,300.03
r107.25.3,300.0,300.0,300.0,300.01,300.01,300.01,300.0
r107.25.5,191.51,59.02,14.32,191.13,271.87,29.64,75.3
r107.30.10,139.36,86.84,132.92,139.11,256.27,155.16,66.79
r107.30.15,39.42,50.91,45.81,38.33,38.15,33.24,64.35
r107.30.20,30.06,11.75,13.03,30.33,30.99,14.5,28.97
r107.30.25,14.78,8.18,9.1,14.66,14.67,9.76,9.04
r107.30.3,300.01,300.0,300.0,300.0,300.0,300.0,300.0
r107.30.5,300.02,300.0,300.01,300.01,300.0,300.01,300.0
r107.40.3,300.01,300.0,300.01,300.0,300.0,300.01,300.0
r107.40.5,300.0,300.0,300.01,300.01,300.01,300.01,300.0
r107.50.10,300.01,300.01,300.02,300.02,300.05,300.03,300.01
r107.50.15,300.03,300.01,300.03,300.01,300.01,300.03,300.03
r107.50.20,300.06,300.12,300.04,300.03,300.04,300.05,300.04
r107.50.25,300.06,300.06,300.04,300.07,300.04,300.04,300.05
r107.75.10,300.0,300.02,300.03,300.01,300.01,300.03,300.01
r107.75.15,300.08,300.02,300.02,300.05,300.04,300.04,300.05
r107.75.20,300.29,300.01,300.07,300.61,300.03,300.03,300.0
r107.75.25,300.04,300.03,300.03,300.01,300.24,300.52,300.16
r108.100.10,300.05,300.15,300.07,300.15,300.15,300.12,300.8
r108.100.15,300.13,300.02,300.1,300.13,300.12,300.1,300.28
r108.100.20,300.27,300.12,300.14,300.11,300.05,300.08,300.14
r108.100.25,300.17,300.08,300.23,300.12,300.14,300.23,300.17
r108.25.3,300.0,300.0,300.0,300.0,300.0,300.0,300.0
r108.25.5,69.11,40.79,130.22,69.0,96.68,65.92,45.84
r108.30.10,300.01,300.01,300.01,300.04,300.03,300.01,300.01
r108.30.15,198.5,186.56,193.87,197.15,62.41,67.94,54.83
r108.30.20,14.72,12.97,24.79,14.79,14.79,24.05,24.6
r108.30.25,5.0,5.51,4.93,4.97,4.88,5.76,4.87
r108.30.3,300.0,300.0,300.0,300.01,300.01,300.0,300.0
r108.30.5,300.0,300.01,300.02,300.01,300.02,300.01,300.01
r108.40.3,300.0,300.0,300.0,300.02,300.01,300.01,300.0
r108.40.5,300.0,300.01,300.0,300.0,300.01,300.0,300.01
r108.50.10,300.01,300.01,300.01,300.01,300.04,300.01,300.02
r108.50.15,300.03,300.04,300.03,300.03,300.01,300.01,300.02
r108.50.20,300.04,300.03,300.05,300.02,300.03,300.02,300.08
r108.50.25,300.07,300.08,300.05,300.05,300.06,300.03,300.03
r108.75.10,300.02,300.02,300.04,300.01,300.02,300.03,300.01
r108.75.15,300.03,300.03,300.06,300.08,300.13,300.07,300.04
r108.75.20,300.02,300.03,300.21,300.04,300.02,300.02,300.02
r108.75.25,300.1,300.09,300.07,300.06,300.1,300.12,300.07
r109.100.10,300.03,300.09,300.04,300.01,300.03,300.02,300.03
r109.100.15,300.05,300.0,300.03,300.07,300.06,300.02,300.08
r109.100.20,300.07,300.04,300.09,300.08,300.09,300.07,300.09
r109.100.25,300.09,300.07,300.1,300.1,300.17,300.11,300.07
r109.25.3,300.0,300.0,214.37,300.0,300.0,194.22,300.0
r109.25.5,6.53,3.66,10.04,6.72,6.54,5.6,5.95
r109.30.10,151.86,280.48,260.07,153.59,125.38,24.03,89.62
r109.30.15,30.49,13.74,175.3,30.68,31.83,17.19,19.9
r109.30.20,10.36,9.35,8.05,10.1,10.09,11.43,17.34
r109.30.25,8.13,7.47,6.45,7.95,7.97,6.82,7.24
r109.30.3,300.0,300.0,300.01,300.01,300.01,300.01,300.0
r109.30.5,300.01,300.01,300.01,300.01,300.0,300.01,300.01
r109.40.3,300.01,300.0,300.02,300.02,300.01,300.0,300.02
r109.40.5,300.01,300.0,300.0,300.02,300.0,300.0,300.02
r109.50.10,300.01,300.01,300.03,300.02,300.03,300.04,300.02
r109.50.15,300.04,300.04,300.03,300.02,300.04,300.02,300.02
r109.50.20,300.06,300.04,300.04,300.03,300.06,300.04,300.06
r109.50.25,300.05,300.05,300.05,300.03,300.03,300.05,300.03
r109.75.10,300.04,300.03,300.02,300.07,300.01,300.01,300.01
r109.75.15,300.04,300.04,300.03,300.06,300.04,300.03,300.03
r109.75.20,300.02,300.02,300.02,300.05,300.03,300.04,300.05
r109.75.25,300.06,300.14,300.06,300.06,300.08,300.1,300.06
r110.100.10,300.06,300.08,300.33,300.06,300.07,300.02,300.06
r110.100.15,300.04,300.03,300.06,300.01,300.03,300.06,300.05
r110.100.20,300.04,300.04,300.1,300.03,300.03,300.1,300.04
r110.100.25,300.13,300.11,300.13,300.07,300.15,300.15,300.1
r110.25.3,300.0,300.0,300.0,300.0,300.01,300.0,300.0
r110.25.5,300.0,300.01,172.86,300.01,300.0,300.0,300.01
r110.30.10,300.02,300.01,300.01,300.01,300.01,300.01,300.04
r110.30.15,295.09,300.01,300.02,297.75,300.01,300.02,300.02
r110.30.20,23.49,13.25,12.63,23.31,23.31,22.39,22.31
r110.30.25,14.02,10.18,14.61,13.65,13.72,15.09,11.01
r110.30.3,300.0,300.0,300.0,300.01,300.0,300.0,300.0
r110.30.5,300.01,300.0,300.0,300.01,300.01,300.0,300.0
r110.40.3,300.01,300.0,300.0,300.01,300.0,300.01,300.0
r110.40.5,300.0,300.0,300.01,300.0,300.0,300.03,300.01
r110.50.10,300.03,300.01,300.04,300.04,300.03,300.04,300.01
r110.50.15,300.03,300.02,300.05,300.02,300.07,300.04,300.03
r110.50.20,300.05,300.05,300.01,300.07,300.08,300.04,300.03
r110.50.25,300.07,300.03,300.04,300.02,300.03,300.09,300.02
r110.75.10,300.01,300.03,300.04,300.01,300.01,300.05,300.02
r110.75.15,300.1,300.06,300.05,300.07,300.05,300.07,300.03
r110.75.20,300.04,300.01,300.05,300.02,300.03,300.01,300.02
r110.75.25,300.05,300.08,300.08,300.01,300.02,300.08,300.46
r111.100.10,300.03,300.04,300.05,300.01,300.01,300.08,300.03
r111.100.15,300.04,300.02,300.09,300.1,300.26,300.04,300.08
r111.100.20,300.02,300.03,300.1,300.04,300.03,300.04,300.03
r111.100.25,300.08,300.03,300.14,300.12,300.15,300.08,300.12
r111.25.3,300.0,300.0,300.01,300.0,300.0,300.0,300.0
r111.25.5,15.18,15.35,32.6,14.72,14.57,11.3,8.98
r111.30.10,58.24,49.67,64.49,57.2,58.72,300.0,57.79
r111.30.15,13.26,9.63,23.85,13.47,13.49,11.4,11.55
r111.30.20,14.83,47.65,21.06,14.71,14.86,28.48,17.75
r111.30.25,8.67,8.0,20.38,8.4,8.38,8.11,7.87
r111.30.3,300.01,300.0,300.0,300.01,300.0,300.0,300.0
r111.30.5,300.01,300.01,300.0,300.01,300.0,300.0,300.0
r111.40.3,300.01,300.01,300.02,300.01,300.02,300.01,300.0
r111.40.5,300.01,300.01,300.0,300.0,300.01,300.01,300.01
r111.50.10,300.01,300.02,300.02,300.01,300.06,300.03,300.01
r111.50.15,300.07,300.03,300.01,300.05,300.02,300.05,300.02
r111.50.20,300.02,300.06,300.03,300.03,300.02,300.02,300.07
r111.50.25,300.05,300.06,300.04,300.02,300.02,300.1,300.11
r111.75.10,300.01,300.02,300.04,300.02,300.02,300.02,300.02
r111.75.15,300.06,300.27,300.04,300.05,300.06,300.07,300.04
r111.75.20,300.15,300.07,300.03,300.12,300.06,300.04,300.19
r111.75.25,300.1,300.01,300.0,300.03,300.03,300.03,300.02
r112.100.10,300.34,300.07,300.05,300.09,300.29,300.09,300.12
r112.100.15,300.16,300.01,300.04,300.17,300.16,300.18,300.18
r112.100.20,300.05,300.16,300.18,300.13,300.07,300.12,300.17
r112.100.25,300.16,300.02,300.16,300.29,300.13,300.12,300.18
r112.25.3,300.0,300.0,300.01,300.0,300.0,300.0,300.0
r112.25.5,254.99,105.39,300.0,257.97,92.67,300.01,300.01
r112.30.10,300.02,300.01,300.01,300.01,300.01,98.59,300.02
r112.30.15,35.84,28.93,300.01,36.21,42.12,35.81,42.37
r112.30.20,31.18,22.62,53.92,30.89,35.37,17.38,28.08
r112.30.25,5.29,6.2,4.28,5.34,5.43,4.48,5.57
r112.30.3,300.01,300.0,300.0,300.0,300.01,300.0,300.0
r112.30.5,300.0,300.01,300.0,300.0,300.01,300.03,300.01
r112.40.3,300.0,300.0,300.0,300.01,300.01,300.01,300.01
r112.40.5,300.01,300.0,300.01,300.01,300.01,300.01,300.01
r112.50.10,300.04,300.01,300.01,300.02,300.06,300.01,300.03
r112.50.15,300.05,300.01,300.03,300.01,300.05,300.01,300.02
r112.50.20,300.02,300.03,300.05,300.03,300.05,300.05,300.01
r112.50.25,300.07,300.06,300.06,300.06,300.06,300.06,300.06
r112.75.10,300.08,300.04,300.02,300.06,300.04,300.06,300.05
r112.75.15,300.12,300.03,300.03,300.05,300.16,300.07,300.15
r112.75.20,300.08,300.01,300.05,300.08,300.03,300.09,300.05
r112.75.25,300.11,300.12,300.05,300.09,300.09,301.37,300.1
r201.100.10,300.01,300.06,300.04,300.28,300.22,300.03,300.03
r201.100.15,300.11,300.1,300.12,300.1,300.09,300.06,300.06
r201.100.20,300.08,300.1,300.11,300.1,300.12,300.08,300.12
r201.100.25,300.14,300.13,300.11,300.1,300.14,300.14,300.13
r201.25.3,0.29,0.28,0.28,0.29,0.29,0.27,0.27
r201.25.5,0.64,1.1,0.76,0.6,0.65,0.64,0.61
r201.30.10,3.54,1.59,1.17,3.49,3.45,1.55,3.33
r201.30.15,1.65,1.7,1.43,1.69,1.76,2.62,1.67
r201.30.20,2.36,2.29,2.3,2.25,2.23,1.93,2.3
r201.30.25,2.44,2.44,2.41,2.5,2.36,2.57,2.48
r201.30.3,1.12,0.91,1.01,1.08,1.12,0.87,0.99
r201.30.5,0.95,1.08,0.92,0.94,0.96,0.87,0.97
r201.40.3,16.41,5.27,18.01,16.59,16.37,10.29,13.43
r201.40.5,2.29,3.8,3.35,2.31,2.33,4.03,2.24
r201.50.10,125.55,27.88,300.03,111.99,117.58,203.06,81.69
r201.50.15,37.95,34.13,300.03,38.51,38.5,37.82,43.44
r201.50.20,87.94,57.42,88.36,86.9,92.3,38.83,30.42
r201.50.25,11.16,14.88,22.1,11.28,11.14,13.5,11.12
r201.75.10,300.07,300.02,300.03,300.04,300.04,300.03,300.03
r201.75.15,300.02,300.08,300.04,300.03,300.04,300.06,300.01
r201.75.20,300.03,300.06,300.05,300.02,300.03,300.06,300.02
r201.75.25,300.11,300.06,300.07,300.08,300.06,304.06,300.08
r202.100.10,300.07,300.06,300.04,300.07,300.06,300.0,300.07
r202.100.15,300.05,300.07,300.11,300.1,300.11,300.09,300.08
r202.100.20,300.11,300.09,300.29,300.12,300.29,300.1,300.14
r202.100.25,300.2,300.11,300.17,300.15,300.21,300.26,300.14
r202.25.3,82.72,42.42,119.1,82.06,89.73,175.92,63.03
r202.25.5,12.28,3.54,15.62,12.28,14.68,4.83,13.23
r202.30.10,5.91,4.21,10.72,6.16,5.84,9.29,5.11
r202.30.15,5.98,3.68,5.42,6.02,6.01,5.84,3.99
r202.30.20,3.59,3.61,3.44,3.77,3.68,2.85,3.57
r202.30.25,3.95,3.8,4.34,3.8,3.75,3.58,3.76
r202.30.3,300.0,300.01,300.01,300.0,300.01,300.01,300.01
r202.30.5,87.69,61.89,99.48,88.42,87.87,202.76,110.92
r202.40.3,300.01,300.01,300.01,300.01,300.0,300.02,300.01
r202.40.5,300.02,300.01,300.01,300.01,300.01,300.02,300.02
r202.50.10,300.02,300.02,300.03,300.01,300.01,300.03,300.01
r202.50.15,300.06,300.04,300.05,300.05,300.03,300.02,300.05
r202.50.20,300.04,300.02,300.07,300.02,300.03,300.04,300.05
r202.50.25,151.21,143.59,300.03,150.68,153.99,244.48,185.76
r202.75.10,300.05,300.02,300.03,300.1,300.06,300.03,300.03
r202.75.15,300.04,300.06,300.09,300.05,300.17,300.11,300.08
r202.75.20,300.18,300.03,300.13,300.09,300.09,300.15,300.06
r202.75.25,300.11,300.11,300.13,300.06,300.11,300.11,300.04
r203.100.10,300.02,300.04,300.2,300.02,300.0,300.03,300.0
r203.100.15,300.08,300.07,300.11,300.1,300.06,300.08,300.05
r203.100.20,300.1,300.15,300.15,300.17,300.09,300.22,300.18
r203.100.25,300.18,300.22,300.19,300.2,300.2,300.12,300.16
r203.25.3,262.91,299.68,82.72,264.9,273.93,300.0,300.0
r203.25.5,43.02,71.77,124.91,43.21,51.09,65.4,35.81
r203.30.10,44.76,17.98,134.17,44.06,49.93,27.1,81.38
r203.30.15,11.71,9.88,36.4,11.63,11.66,9.56,12.15
r203.30.20,16.38,12.25,19.32,16.41,17.01,11.0,13.68
r203.30.25,4.46,3.78,3.23,4.41,4.41,3.43,4.37
r203.30.3,300.01,235.06,300.0,300.0,300.0,297.94,300.0
r203.30.5,300.01,300.01,300.02,300.01,300.02,300.01,300.0
r203.40.3,300.01,300.0,300.01,300.0,300.01,300.01,300.02
r203.40.5,300.03,300.01,300.03,300.01,300.01,300.01,300.01
r203.50.10,300.02,300.05,300.02,300.02,300.02,300.02,300.04
r203.50.15,300.1,300.02,300.04,300.03,300.04,300.01,300.02
r203.50.20,300.05,300.06,300.02,300.05,300.04,300.05,300.06
r203.50.25,300.07,300.07,300.03,300.07,300.1,300.03,300.03
r203.75.10,300.12,300.03,300.04,300.07,300.04,300.04,300.06
r203.75.15,300.08,300.05,300.1,300.07,300.09,300.1,300.1
r203.75.20,300.14,300.1,300.13,300.16,300.14,300.09,300.1
r203.75.25,300.05,300.19,300.08,300.08,300.1,300.08,300.08
r204.100.10,300.15,300.06,300.09,300.07,300.05,300.09,300.12
r204.100.15,300.08,300.11,300.11,300.1,300.11,300.13,300.12
r204.100.20,300.22,300.08,300.21,300.27,300.2,300.25,300.15
r204.100.25,300.23,300.18,300.2,300.14,300.14,300.29,300.14
r204.25.3,7.95,10.93,15.26,7.83,8.49,10.17,8.08
r204.25.5,6.08,4.04,4.18,6.01,7.95,5.88,5.57
r204.30.10,13.25,13.37,18.67,13.31,13.21,39.96,10.66
r204.30.15,17.78,21.23,165.45,18.02,15.11,14.76,18.01
r204.30.20,13.36,35.19,14.07,12.97,13.03,13.7,12.53
r204.30.25,5.68,6.35,4.71,5.62,5.74,6.32,5.46
r204.30.3,300.01,256.7,118.42,300.0,300.01,300.01,300.01
r204.30.5,158.39,67.54,38.15,154.62,204.86,124.13,133.87
r204.40.3,300.01,300.0,300.01,300.02,300.02,300.01,300.01
r204.40.5,300.01,300.01,300.0,300.01,300.02,300.0,300.03
r204.50.10,300.03,300.02,300.03,300.01,300.11,300.01,300.02
r204.50.15,300.05,300.05,300.03,300.1,300.04,300.03,300.05
r204.50.20,300.07,300.03,300.07,300.08,300.09,300.0,300.05
r204.50.25,300.05,300.07,300.05,300.06,300.05,300.05,300.08
r204.75.10,300.07,300.28,300.05,300.04,300.12,300.01,300.06
r204.75.15,300.06,300.06,300.06,300.21,300.12,300.07,300.16
r204.75.20,300.07,300.06,300.12,300.08,300.06,300.08,300.09
r204.75.25,300.49,300.12,300.27,300.12,300.11,300.18,300.13
r205.100.10,300.09,300.04,300.05,300.07,300.08,300.08,300.07
r205.100.15,300.1,300.12,300.1,300.1,300.07,300.1,300.09
r205.100.20,300.14,300.14,300.14,300.13,300.09,300.11,300.14
r205.100.25,300.19,300.19,300.18,300.18,300.15,300.25,300.1
r205.25.3,1.68,0.88,4.96,1.64,1.67,1.66,1.12
r205.25.5,1.24,1.18,2.58,1.22,1.26,1.17,1.2
r205.30.10,5.53,2.26,5.75,5.48,5.54,3.67,4.88
r205.30.15,5.82,7.12,12.88,5.93,5.83,5.42,5.85
r205.30.20,14.34,9.57,14.11,14.46,14.39,9.73,13.3
r205.30.25,7.46,7.02,5.67,7.39,7.36,6.91,8.52
r205.30.3,47.3,17.04,23.25,47.65,64.65,18.97,47.41
r205.30.5,6.88,43.29,26.62,6.78,6.84,9.13,6.87
r205.40.3,300.02,300.0,300.01,300.01,300.01,300.01,300.0
r205.40.5,300.01,300.01,300.01,300.01,300.01,300.02,300.03
r205.50.10,300.03,300.02,300.01,300.03,300.03,300.02,300.02
r205.50.15,300.04,300.03,300.04,300.05,300.04,300.04,300.05
r205.50.20,300.06,300.04,300.04,300.02,300.06,300.05,300.05
r205.50.25,300.03,300.04,300.02,300.05,300.05,300.03,300.06
r205.75.10,300.04,300.05,300.08,300.02,300.03,300.02,300.03
r205.75.15,300.04,300.04,300.05,300.1,300.07,300.11,300.04
r205.75.20,300.07,300.05,300.05,300.1,300.08,300.05,300.08
r205.75.25,300.12,300.09,300.08,300.13,300.06,300.09,300.06
r206.100.10,300.07,300.07,300.05,300.08,300.08,300.09,300.08
r206.100.15,300.08,300.14,300.16,300.08,300.1,300.13,300.09
r206.100.20,300.2,300.12,300.2,300.2,300.17,300.27,300.15
r206.100.25,300.17,300.19,300.16,300.11,300.28,300.17,300.22
r206.25.3,29.0,11.24,20.7,29.61,17.19,18.38,26.94
r206.25.5,1.84,2.17,2.69,1.8,1.91,1.43,1.84
r206.30.10,43.44,13.04,50.95,43.61,39.82,25.18,29.31
r206.30.15,12.69,18.2,19.44,12.59,13.0,10.58,12.72
r206.30.20,12.07,15.04,13.7,12.43,12.35,7.94,13.15
r206.30.25,9.52,9.75,6.97,9.36,9.38,9.01,8.9
r206.30.3,300.0,300.0,300.0,300.0,300.01,300.01,300.0
r206.30.5,300.01,300.01,300.01,300.0,300.01,300.02,300.01
r206.40.3,300.0,300.01,300.01,300.01,300.01,300.01,300.01
r206.40.5,300.02,300.02,300.01,300.01,300.0,300.02,300.01
r206.50.10,300.03,300.04,300.06,300.02,300.04,300.04,300.03
r206.50.15,300.01,300.02,300.04,300.05,300.07,300.04,300.05
r206.50.20,300.05,300.04,300.03,300.05,300.03,300.06,300.03
r206.50.25,300.03,300.01,300.03,300.04,300.05,300.07,300.07
r206.75.10,300.06,300.05,300.05,300.07,300.05,300.04,300.08
r206.75.15,300.06,300.13,300.06,300.06,300.06,300.05,300.07
r206.75.20,300.23,300.1,300.05,300.18,300.1,300.05,300.08
r206.75.25,300.1,300.11,300.12,300.24,300.16,300.06,300.11
r207.100.10,300.04,300.06,300.11,300.08,300.06,300.06,300.05
r207.100.15,300.14,300.09,300.13,300.07,300.14,300.11,300.13
r207.100.20,300.16,300.11,300.19,300.17,300.12,300.14,300.36
r207.100.25,300.25,300.25,300.3,300.22,300.24,300.2,300.1
r207.25.3,11.74,6.18,4.42,11.42,9.34,8.56,7.57
r207.25.5,4.01,2.8,4.09,3.82,3.88,3.01,3.85
r207.30.10,95.04,26.53,30.03,93.85,90.3,19.47,17.13
r207.30.15,21.3,17.03,91.11,21.15,19.62,15.64,19.29
r207.30.20,15.97,14.2,46.47,15.94,16.01,49.22,15.79
r207.30.25,5.35,4.59,4.79,5.21,5.25,3.99,4.95
r207.30.3,300.01,300.0,300.0,300.0,300.0,300.0,300.0
r207.30.5,300.01,300.01,300.0,300.01,300.01,300.01,300.0
r207.40.3,300.01,300.01,300.01,300.01,300.01,300.0,300.01
r207.40.5,300.01,300.01,300.02,300.01,300.01,300.01,300.11
r207.50.10,300.03,300.02,300.03,300.04,300.01,300.02,300.05
r207.50.15,300.1,300.04,300.03,300.04,300.04,300.04,300.03
r207.50.20,300.03,300.13,300.07,300.04,300.1,300.04,300.06
r207.50.25,300.12,300.06,300.09,300.05,300.07,300.07,300.07
r207.75.10,300.07,300.07,300.04,300.05,300.08,300.04,300.1
r207.75.15,300.09,300.14,300.06,300.11,300.11,300.06,300.07
r207.75.20,300.16,300.08,300.1,300.13,300.15,300.29,300.11
r207.75.25,300.13,300.08,300.13,300.07,300.1,300.07,300.1
r208.100.10,300.03,300.08,300.08,300.04,300.08,300.04,300.03
r208.100.15,300.08,300.05,300.18,300.11,300.29,300.24,300.11
r208.100.20,300.15,300.14,300.4,300.18,300.17,300.22,300.14
r208.100.25,300.05,300.64,300.25,300.13,300.16,300.26,300.39
r208.25.3,3.08,2.31,1.42,3.0,3.0,2.04,3.01
r208.25.5,2.7,2.39,3.5,2.79,2.69,2.25,2.72
r208.30.10,8.63,7.44,11.27,8.63,8.87,9.83,8.65
r208.30.15,24.27,21.76,107.06,24.09,25.23,26.51,26.14
r208.30.20,22.93,16.61,131.89,22.8,22.61,24.14,17.23
r208.30.25,7.69,6.21,5.26,7.69,7.6,6.88,7.49
r208.30.3,28.83,26.86,14.35,28.57,31.62,30.5,26.91
r208.30.5,6.01,12.24,8.35,5.88,5.95,8.02,5.91
r208.40.3,300.01,300.01,300.01,300.01,300.01,300.01,300.01
r208.40.5,300.01,300.02,300.01,300.0,300.02,300.01,300.01
r208.50.10,300.02,300.03,300.03,300.06,300.03,300.02,300.04
r208.50.15,300.02,300.04,300.04,300.03,300.03,300.11,300.04
r208.50.20,300.02,300.03,300.06,300.01,300.01,300.05,300.03
r208.50.25,300.05,300.06,300.06,300.07,300.08,300.05,300.05
r208.75.10,300.04,300.1,300.09,300.04,300.05,300.05,300.02
r208.75.15,300.19,300.05,300.04,300.11,300.08,300.13,300.1
r208.75.20,300.05,300.09,300.13,300.05,300.1,300.05,300.07
r208.75.25,300.08,300.12,300.11,300.11,300.15,300.15,300.18
r209.100.10,300.09,300.06,300.05,300.09,300.09,300.08,300.08
r209.100.15,300.12,300.06,300.14,300.08,300.13,300.11,300.25
r209.100.20,300.12,300.14,300.12,300.17,300.18,300.17,300.12
r209.100.25,300.38,300.19,300.17,300.46,300.12,300.2,300.1
r209.25.3,17.74,11.66,12.96,17.59,19.35,12.03,13.06
r209.25.5,13.52,7.85,10.05,13.45,13.29,13.66,13.69
r209.30.10,30.44,117.07,101.03,30.97,22.72,23.78,41.02
r209.30.15,13.61,23.86,54.91,12.98,13.34,11.48,11.73
r209.30.20,18.16,14.2,13.66,17.75,18.3,13.26,16.26
r209.30.25,25.34,10.1,9.77,26.01,26.08,8.92,16.14
r209.30.3,59.46,60.07,33.35,43.58,52.81,62.62,55.54
r209.30.5,174.76,61.92,289.92,171.91,111.09,253.51,285.47
r209.40.3,300.0,300.01,300.01,300.0,300.01,300.02,300.01
r209.40.5,300.01,300.01,300.01,300.01,300.02,300.01,300.01
